,Class Index,Description
4105,3,"""- The authors propose the use of multiple adversaries over random subspaces of features in adversarial feature learning to produce censoring representations."
4106,1,\n\nPros:\n- De-duplication modules of inter and intra object edges are interesting.
4107,3,\n- quantitative results (Table 1) too little detail:\n        * why is this metric appropriate
4108,1,.\n\nPros\n------\n- Interesting idea
4109,3, The paper will be more interesting if the authors are able to extend the discussion on different forms of prior instead of the simple parameter sharing scheme.
4110,1,\n\nI found it is very interesting that the emergence of these representations was contingent on some regularization constraint.
4111,3," In the paper, the author argued \""we propose and evaluate the minimal changes...\"" but I think the these type of analysis also been covered by [1], Figure 5."
4112,1,\nShows a number of qualitative and quantitative results
4113,3,"n\n[1] C Raffel, M Luong, P Liu, R Weiss, D Eck, Online and linear-time attention by enforcing monotonic alignments, 2017"""
4114,2,The orgnization and writing of the paper need to improve. There are some grammar errors need to correct.
4115,3," While on MNIST and CIFAR, DTP and SDTP performed as well as backprop, they perform worse on ImageNet"
4116,3, An iterative algorithm is developed for model optimization.
4117,3,"\n\nWhile basically the approach seems plausible, the issue is that the result is\nnot compared to ordinary LSTM-based baselines."
4118,3, The paper provides several advances:\n- \\epsilon-LRP and DeepLIFT are formulated in a way that can be calculated using the same back-propagation as training.
4119,3,  The key technical limitation is the dependency of the local minima on the weight parameters
4120,1,\n\n# Paper discussion:\nIn general I like the idea of looking further into the effect of adding network structure on the original\ninformation bottleneck results (empirical and theoretical).
4121,3, The proposed methods are evaluated on two car datasets.
4122,3, Making Neural Programming Architectures Generalize via Recursion.
4123,3,"\n- when an agent is trained on fixed number of random map, its performance on random unseen maps doesn't increase with the number of training maps beyond ~100 maps. (figure 5)."
4124,1," experimental validation is extensive, making it a worthy contribution in my opinion."
4125,2,This abstract is based on using intelligent transportation systems (whatever that is). This aim is not fulfilled by the paper
4126,3,"\n\n6. If there is a section on INFOGAIN exploration, why not mention it in the main text?"""
4127,1, This iterative projection tends to perform better than iteratively optimizing f(W) and then applying the projection step only once at the very end of the optimization (assumedly the CP-ALS method that is used for comparison).
4128,3,(ii) how to make use of the episodic memory when deciding what action to take.
4129,3," Finally, the introduction paragraph of Section 5 is rather bold, \""resembles the learning process of human beings\""?[[CNT], [EMP-NEU], [QSN], [MIN]] Not so sure that is true, and it is not supported by a reference (or an experiment)."
4130,3," Note that the work of Wen et al., 2016, and that of Alvarez & Salzmann, NIPS 2016, do not really impose random sparsity, but rather aim to cancel out entire kernels, thus reducing the size of the model and not requiring implementation overhead."
4131,3,"""This paper considers the task of learning program embeddings with neural networks with the ultimate goal of bug detection program repair in the context of students learning to program."
4132,3,\n\nA more detailed review follows.
4133,3, If you want to reference some justification/theory for ensemble-based uncertainty approximation you might consider https://arxiv.org/pdf/1705.07347.pdf instead.
4134,3," It can rather be seen as an interesting empirical study, with \""negative result\"
4135,1,"""The authors propose a new network architecture for RL that contains some relevant inductive biases about planning."
4136,3," Specifically, I would quantify the cells' direction tuning using the circular variance methods that people use for studying retinal direction selective neurons."
4137,1," I liked the originality of this paper. """
4138,2,This paper may sink without trace' h/
4139,3, Cogswell et. al. 2016 explicitly remove these terms from their regularizer to prevent the dynamic range of the activations from being unnecessarily rescaled.
4140,3,  Some points have been clarified but other still raise issues.
4141,3,"""In Bayesian neural networks, a deterministic or parametric activation is typically used."
4142,3,"\u201d In this case, these are just different interventions on possibly the same object."
4143,3, The targets\u2019 update rule is similar to a regular tabular Q-learning update with high learning rate beta: this allows faster propagation of rewards obtained at the end of the episode (while beta=0 corresponds to regular DQN with no such reward propagation).
4144,3," The authors claim that this approach is better at avoiding \""narrow\"" local optima, and therefore will tend to generalize better than minibatched SGD."
4145,3,"\nComments and clarifications:\n* What about the ability of a single neural network to approximate a class of functions (instead of a single p), where the topology is fixed but the network weights are allowed to vary?"
4146,3,"""The paper introduces a generative model for graphs."
4147,1,\n\nThe tested networks seem to perform reasonably well on the task.
4148,2,The analyses are too statistic - submissio
4149,3,"\n- Regarding the evaluation, you wrote:\""In order to evaluate the interpolation capability of the autoencoder, we split the dataset in training and test samples in the ratio of 1:9."
4150,3,"""In this paper the authors consider learning directly Fourier representations of shift/translation invariant kernels for machine learning applications."
4151,1, The general methodology also makes sense to me.
4152,3," Second, I was very surprised that the inference network outperformed Viterbi (89.7 vs. 89.1 for the same CRF energy)."
4153,2,I am impatient with this vague assertion.
4154,3, \n- It would be interesting to see a discussion on why MCMCP Density is better for group 1 and MCMCP Mean is better for group 2.
4155,3,\n- can you also compare the training times?
4156,3,"  For instance, Borsa et al 2017 doesn't do inverse RL (as said in the related work section) but learn to perform a task only from the extrinsic reward provided by the environment (as said in the introduction)."
4157,1, I have not seen this particular setup for processing meshes with neural networks in an autoencoder setting.
4158,3, According to Snell et al. (2017) they should be 49.4% and 68.2% for miniImagenet.
4159,3,"\n - do you what happens if you train on 1, 2, 3, 8, 10, or 13 domains?"
4160,3, Or am I missing something?
4161,3, \n\n- It is hard to map System-{ABCD} to the underlying proposed methods described in Table 2.
4162,3," Otherwise, the theorem will work with the maximum over all Lipschitz constants but the theoretical result will be weakened."
4163,2,"The so-called XX test is incompetent, irrelevant, immaterial and without any foundation whatsoever in the established literature"
4164,2,So in summary: the paper is oblique to the entire current literature and it fails to relate to relevant investigations
4165,3,".\n* The experiment sets a fixed budget of only 20 instances, which seems to be rather few in some active learning scenarios, especially for non-linear learners."
4166,2,The manuscript embarrassingly fails in addressing the declared aims.
4167,1,\n- good compression with little loss of accuracy on best strategy\
4168,3, I am quite convinced that any somewhat correctly setup vanilla deep RL algorithm would solve these sort of tasks/ ensemble of tasks almost instantly out of the box.
4169,2,This paper introduces tools to answer questions which it does not seem many people are interested in
4170,2,I concur with the reviewers that the methods are insufficient and thus the conclusion are totally...
4171,1," The writing is clear, concise and easy to follow."
4172,3, Posterior weights are sampled to select actions during execution (Thompson Sampling style).
4173,3,\n\n- The structure of Section 3 needs to be improved.
4174,3,\n5) It would be useful to discuss the average reward setting and how it relates to your work.
4175,3,"\n- This is visible on universal perturbations, which become less effective as more AT is applied."
4176,1,"\n\nThere are several things to like about this paper:\n- It is a clear paper, with a simple message and experiments that back up the claims."
4177,3," \n\nThe previous paper (Mirowski et al. 2016) introduced a deep RL agent with auxiliary losses that facilitates learning in navigation environments, where the tasks were to go from a location to another in a first person viewed fixed 3d maze, with the starting and goal locations being either fixed or random."
4178,2,The writing and data presentation are so bad that I had to leave work and go home early and then spend time to wonder what life is about.
4179,3," I do believe that L_2 distance is more natural in function space than in parameter space, but I am missing a strict argument for this in the paper."
4180,1,  This paper should be accepted.
4181,3,"   In the conclusions the authors admit that: \""Many theoretical questions remain, such as accelerating the search for Fourier peaks\""."
4182,3," If that is indeed the case, that's a surprising and interesting result that deserves having more attention called to it (I appreciated the analysis in the results section to this effect, but you could call attention to this sooner, here on page 7)."
4183,3, Maybe bring this detail forward)?
4184,3," Same applies to the dirac distribution q(y|x), the true conditional distribution of outputs given inputs is multimodal even for machine translation."
4185,3,", \nno other approach is considered besides the prothotipical network and its variants. "
4186,1,\n\nPros:\n-- SDR characterisation of the convolutional filters is interesting
4187,3,"""The paper introduces a method for learning graph representations (i.e., vector representations for graphs)."
4188,3, What data augmentation was used for the CIFAR-10 dataset?
4189,3,"\n\nAs mentioned in earlier comments, please reword / clarify your use of \""activation function\""."
4190,3,\n* The much better performance of ConvE is worrying there.
4191,3, These datasets should show whether using more general features (YOLO-9k) helps.
4192,3,"""The paper proposes to add a rotation operation in long short-term memory (LSTM) cells."
4193,2,all I can say is that the author is blissfully unaware of what a standard is – in linguistic terms – and does not have the linguistic competence to describe it
4194,3, When does it not work?
4195,3," To propose a solution for stragglers, evaluation should be done in a datacenter environment with the presence of stragglers (and not small workloads with synthetic delays)"
4196,3,\n1b. Why should we keep increasing the regularization constant beyond a limit?
4197,3,Then Krishnamurthy et al. expanded that in EMNLP 2017 and used typing in a grammar at decoding time.
4198,3, The local dimensionality of this paper is the SVD dimensionality on the augmented images of the same class images which classified by the neural network as high probability.
4199,3,\n* One thing I\u2019m unclear on is how convergence was assessed\u2026 my understanding is that the training proceeds for a fixed number of epochs (?) - but shouldn\u2019t this also depend on the depth in some way?
4200,3," Furthermore, the paper is easy to read with good organization."
4201,3," However, I recommend including the references to Mukhdalai 2017 and Sung 2017 in the footnote on TCML to strengthen the point more generically, and show that not just TCML but other non-shallow architectures are not considered for comparison here."
4202,3," And the performance seems to be trivial among each other (ELU, 44.96, shelu 44.77), the current SOTAs for cifar100 could reach below 30%."
4203,3," However, I did notice that the majority of these changes were superficial re-orderings of the original text."
4204,3,"""The authors introduce a set of very simple tasks that are meant to illustrate the challenges of learning visual relations."
4205,3, This is used to compute a lower-bound on the minimal perturbation of the data point needed to fool the network.
4206,3,"\n\n* \""...self-consistent equations are highly non-linear and still too abstract to be used for many...\"", presumably what was implied was that the original solution to the information bottleneck as expressed by Tishby et al is non-analytic for most practical cases of interest?"
4207,3," Realizing that the linear mapping is the derivative of network output w.r.t. the input (the Jacobian), the authors proposed to use the reconstruction loss defined in (8)."
4208,3, Did the baseline (original model) reported here also use 50k? 
4209,3," As I see it, instead of adapting Tree LSTMs to arbitary graphs, it can be seen as taking the original formulation by Scarselli and replacing the RNN by a gated version, i.e. adding the known LSTM gates (input, output, forget gate)."
4210,3," \n\nAnother example, after (2), the important point to raise is the difference to classical (sequential) RNNs, namely the fact that the dependence graph of the model is not a DAG anymore, which introduces cyclic dependencies."
4211,1,"\n\nOverall, the paper presents an interesting approach"
4212,3," Since this approach is not straightforward, more theoretical analysis of the proposed method is desirable."
4213,3," The revised paper includes many of the additional references that I suggested, and the author response clarified my confusion over the Charades experiments; their results are indeed close to state-of-the-art on Charades activity localization (slightly outperformed by [6]), which I had mistakenly confused with activity classification (from [5])."
4214,1," This is a big advantage when training is performed on hardware with computational limitations, in comparison to \""post-hoc\"" sparsification methods, that compress the network after training."
4215,3, Much explanation is needed in the author reply in order to clear these questions.
4216,3,"""The original value-iteration network paper assumed that it was trained on near-expert trajectories and used that information to learn a convolutional transition model that could be used to solve new problem instances effectively without further training."
4217,3,". The paper shows results on the MNIST, SVHN, and Celebrity Faces datasets."
4218,1, \n3) the robot task is impressive.
4219,1, \n\nThis is an important problem and the paper attempts to tackle it in a computationally efficient way.
4220,3,\n\n2. I think the discussions around Eq. (1) are not well grounded.
4221,3,"""This paper consider a version of boosting where in each iteration only class weights are updated rather than sample weights and apply that to a series of CNNs for object recognition tasks."
4222,3,"  Indeed, the discovered network diagrams (Figures 4 and 5) fall in this space."
4223,1,"""The game-theoretic approach to attacks with / defense against adversarial examples is an important direction of the security of deep learning and I appreciate the authors to initiate this kind of study."
4224,1," But, it is still interesting to see that the ego-centric neural memory works well on challenging tasks in a 3D environment."
4225,3,"and b) how exactly the nuisance variation is reduced."""
4226,1,\n- The experimental results are impressive in their outperformance.
4227,1,"  In the experimental results, it seems clear that this approach is beneficial, but it's not clear as to why."
4228,3, Some parts of the paper are hard to read.
4229,3,"""\nThe authors describe how to use Bayesian neural networks with Thompson sampling\nfor efficient exploration in q-learning."
4230,3, \nPage 6:\n-\tHow is equation 7) optimized?
4231,3,"""This paper proposed a framework to connect the solving of GAN with finding the saddle point of a minimax problem."
4232,3, The behavior of each explanation w.r.t. these properties is then tested on multiple DNN models tested on real-world datasets.
4233,3, The proposed method is shown to achieve matching performance against their FP32 counter-parts with the same number of training iterations on several state-of-the-art ConvNets architectures on Imagenet-1K.
4234,3,"\n\nOriginality:\n\nI am unfamiliar with the MiniRTS environment, but given that it is only published in this year's NIPS (and that I couldn't find any other papers about it on Google Scholar) it seems that this is the first paper to compare model-free and model-based approaches in this domain."
4235,3,"4) In terms of state of the art you are very close to Todd Hester et. al's paper on imitation learning, and although you cite it, you should contrast your approach more clearly with the one in that paper. "
4236,3,"""Paper Summary:\n\nThis paper looks at providing better bounds for the number of linear regions in the function represented by a deep neural network."
4237,3,\n\nSome roughly chronological comments follow:\n\nIn the abstract you don't mention that the result given is when CIFAR-10 is mixed with TinyImageNet.
4238,3," Specifically,\na.\tThe author claim that \u201cA sufficient condition for \\delta u to be the same in both cases is L\u2019(x = f(u)) ~ L\u2019(x = g(u))\u201d."
4239,1," \n\nOverall, I think the paper proposes some interesting ideas,"
4240,3," i.e., are they randomly permuted between layers so that the blocks mix?"
4241,3, The training objective is then changed to minimize the sum of the classification loss (as measured by cross-entropy for instance) and the reconstruction error (as measured by ell-2 error as is done in training auto-encoders).
4242,1," The authors cited the no requirement of \""a predefined number of clusters\"" as one of the contributions, but the tuning of alpha seems more concerning."
4243,3," Then an algorithm is given to convert a generic plan into a Monge map, a deterministic function from one domain to the other, following the barycenter of the plan."
4244,3,"\n* The structured VAE paper by Johnson et al. (2016, https://arxiv.org/abs/1603.06277) also proposes an architecture that reduces the load on the inference network.\n* A very recent paper by Krishnan et al. (https://arxiv.org/pdf/1710.06085.pdf, posted to arXiv days before the ICLR deadline) is probably closest; it also examines using iterative optimization (but no learning-to-learn) to improve training of VAEs."
4245,3," The fact that 256 hidden dimension worked best while 512 overfit was also surprising, as character language models on datasets such as Penn Treebank with only 1 million words use hidden states far larger than that for 2 layers."
4246,3,"""This paper proposes a small modification to the monotonic attention in [1] by adding a soft attention to the segment predicted by the monotonic attention."
4247,3," Also, can you experimentally show that attacks on latent variables are more powerful than attacks on inputs?\n\n\n"""
4248,3, DDQN wasn\u2019t proposed as an exploration method so it would be good to justify why this is an appropriate baseline (versus other exploration methods).
4249,1," A possible solution is to add a regularization term to the objective function to ensure the sparsity of the factorization."""
4250,3,(like pruned-resnet-101 vs. resnet-50 in ISLVRC subsection)\n-\tISLVRC: The comparisons between similar param-size models is exteremely useful in highlighting the contribution of this. 
4251,1,"\n\nSignificance:\nThe method may prove to be useful to regularize recurrent networks, however I would like to see a comparison with ensemble methods."
4252,3," With normalisation, claiming that it finds 20% worse solution than k-means is indeed meaningful."
4253,3, What components precisely does an element of U have?
4254,3, It is also unclear to me what are the sources of the uncertainties captured.\
4255,3,"\n\nAnother broader question I have is in the distinction between lower and upper layers (those referred to as \""feature extracting\"" and \""classification\"" in this paper)."
4256,3,\nThese subgoals are linear functions of the expert\u2019s change in state (or change in state features).
4257,3,"\n- In Eq 4, |C_i || y_j| seems a strange notation for union."
4258,3,\n\nOTHER COMMENTS:\n\n- the list of contributions is a bit strange
4259,3, How important is # of layers and residual connections?
4260,3, A better generative model for cycles and trees could help.
4261,3," Because we already have algorithms which better solve this domain, why is your method advantageous?"
4262,3,"  In the introduction, it would also improve the paper to outline clear points of methodological novelty."
4263,1," The experiments using ResNet indicate it is not prohibitively expensive, but I am eager for more details."
4264,1,"""The paper is relatively clear to follow, and implement."
4265,3, Then a linear classifier is applied on top of the sum of the region embeddings. 
4266,1, Experimental results across a variety of tasks are convincing; in all tasks the Skip-RNNs achieve their goal of performing as well or better than equivalent non-skipping variants.
4267,3, \n\n- Can this approach be applied to semi-supervised learning?
4268,3, The authors show that this effect is caused by the noise in the obective function.
4269,3, \u201cGen Image Encoder\u201d and repeat the rest of the proposed pipeline.
4270,1," Otherwise, the paper is well-structured and easy to follow.\"
4271,3,\n\nThe paper has a technical focus.
4272,1, but explores in particular on-policy fitting and a few other design choices that empirically improve the performance.
4273,2,We note that you may well have completed an interesting study but the manuscript in its current form does not convey that
4274,1,"""Strengths:\n* Very simple approach, amounting to coupled training of \""e\"" identical copies  of a chosen net architecture, whose predictions are fused during training. "
4275,3,"\n\nOn the other hand, there might be better and more direct solutions to reduce the combinatorial complexity."
4276,3," To my understanding, the network is given a set of input (problem) and output (solution) pairs and should predict the solution given a new problem."
4277,3,"""Make SVM great again with Siamese kernel for few-shot learning "
4278,3," The first is including time remaining in the state, for domains where episodes are cut-off before a terminal state is reached in the usual way."
4279,3," The paper derives efficient approximations for the spectral norm, as well as an analysis of its gradient."
4280,3,\n[r1] CNNpack: packing convolutional neural networks in the frequency domain.
4281,3," Or introducing noise \""on-line\"" as part of the training? "
4282,3,"""This paper proposes an unsupervised method, called Parallel Checkpointing Learners (PCL), to detect and defend adversarial examples."
4283,1," Extensive experiments shows that VCL performs very well, compared with some state-of-the-art methods."
4284,1,. A discussion of this relationship seems really important.\
4285,3,\nThe paper is also light on discussion of related work other than Makhzani et al
4286,3," The main idea is to combine the approaches in (Han et al., 2015) and (Ullrich et al., 2017) to get a loss value constrained k-means encoding method for network compression."
4287,3,\n\nI have no major criticisms.
4288,3," \n\n2. Could the authors comment on the relative training time of the models with the trace-norm regularizer, L2-regularizer and the unconstrained model in terms of convergence time."
4289,3,"If there's a gap, it suggests that your NN approximation might have not been that accurate."
4290,3, The results in the paper are mostly qualitative and only on MNIST.
4291,3," \n\nIt would've been nice to see an experimental comparison to the algorithm proposed by Arjovsky et al. (2017), since this is mentioned favorably in the introduction."
4292,3,"\n\n- It would also have been nice to see a comparison between the variational/recurrent dropout parameterization \""in which there is further sharing of masks between gates\"" and the one with \""independent noise for the gates,\"" as described in the footnote."
4293,3,"""This paper proposes to extend the Prototypical Network (NIPS17) to the semi-supervised setting with three possible \nstrategies."
4294,3,  The authors evaluate their proposed methods on one toy problem and two real-world problems.
4295,1," The results are fine when the idea is applied to the BiDAF model,"
4296,3,"  If we\nscale up to batch sizes of ~ N/10, we can only get 10x speedups in\nparallelization (in terms of number of parameter updates)."
4297,3," Also, on a related note, in Figure 2, does each point correspond to a specific choice of these regularization parameters?"
4298,3,".\n\nIt appears that the proposed method (Kittyhawk) has a steep decrease in PPV and enrichment for low tumor fraction which are presumably the parameter of greatest interest. The authors should explore this behavior in greater detail."""
4299,3,Different observability modes\n\t\u2022\tEvaluation against most compatible methods from other sources \n\t\u2022\t
4300,2,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock.
4301,1,\n\nQuality: The method appears to be technically correct.
4302,3," The approach of using BN after non-linearity is termed \""standardization layer\"" (https://arxiv.org/pdf/1301.4083.pdf)."
4303,3,"""\n# Summary of paper\nThe paper proposes an algorithm for hyperparameter optimization that can be seen as an extension of Franceschi 2017 were some estimates are warm restarted to increase the stability of the method."
4304,1,"\n\n- The experimental section is very strong; regarding the partial observability experiments, assuming actions are here factored as well, I could see four baselines \n(two choices for whether the baseline has access to the goal location or not, and two choices for whether the baseline has access to the vector $a_{-i}$)."
4305,3, I got confused at several points because it was not clear what was exactly being estimated with the CNN.
4306,3,\n2. Highlighting connections with kernel techniques and RKHS optimization (like kernel ridge regression).
4307,1, The paper is well written and provides excellent insights. 
4308,3," \n\nThe paper argues that the guide actor allows to introduce second order methods, but (1) there are other ways of doing so and"
4309,1,"\n4. However, this paper introduces two different types of networks for \""parametrization\"" and \""physical behavior\"" mapping, which is interesting, can be very useful as surrogate models for CFD simulations."
4310,3,"\n\nMinor comments:\n- Figure 1: what is the difference between \""cost-sensitive loss\"" and just \""loss\""?"
4311,1,"\n\n(+) In my opinion, this is a simple, attractive approach to rotation and scale equivariant CNNs."
4312,3,TT decompositions have gained popularity in the tensor factorization literature recently and the paper tries to address some of their key limitations. 
4313,3," Crucially, the teacher model will also rely on these learned features."
4314,3,"""This paper empirically investigates the performance of character-level NMT systems in the face of character-level noise, both synthesized and natural."
4315,3, Why would that result in zero training error?
4316,3, \n\nI would like to see comparison experiments with voxel based approaches in the next update for the paper.
4317,3,\n\nThis paper leans heavily on Hazan 2017 paper (https://arxiv.org/pdf/1711.00946.pdf). 
4318,3,  What will happen if we restrict the copy mechanism to only copy from SQL table.
4319,1, The experimental results seem to show that such a learned teacher strategy makes machine learning algorithms learn faster.
4320,3,"n\nAssuming that the authors can address these clarity issues, I would in principle be happy for the paper to appear. """
4321,2,"Im sorry, this topic is just not very interesting."
4322,3,"""This paper explores the idea of adding parameter space noise in service of exploration."
4323,1,"\n\nI appreciate that the authors developed extensions of the core method to more complex group structures,"
4324,3, The authors demonstrate\nthe method on a corpus of books by various authors and on a corpus of subreddits.
4325,2,The regression analysis is rubbish. Let's see what happens when you do this properly.
4326,3, Are the negative images messing up the training when the number is between 10^1 and 10^2?
4327,2,Figure 1. What does Min in panel c stand for?
4328,3, Authors observe that the average estimation error between a given hidden state and the last hidden state  gradually decreases toward zeros.
4329,3, Is it possible to combine them together?
4330,3,"If fixed, what sizes were tried?"
4331,3,"""This paper describes PLAID, a method for sequential learning and consolidation of behaviours via policy distillation; the proposed method is evaluated in the context of bipedal motor control across several terrain types, which follow a natural curriculum."
4332,3, Authors derive this algorithm by first formulating gradient descent in continuous-time form and then modifying time dependencies between layers.
4333,3,"""This work proposes non-autoregressive decoder for the encoder-decoder framework in which the decision of generating a word does not depends on the prior decision of generated words."
4334,3," However, \\alpha* is actually 0, and this choice would catapult w far away from w*."
4335,3,"""(Last minute reviewer brought in as a replacement).\n\nThis paper proposed \""Bayesian Deep Q-Network\"" as an approach for exploration via Thompson sampling in deep RL."
4336,3, This is very important because the main appeal of this work is its applicability to new domains with scarce data which have far fewer words and hence the above scenario is more likely to happen.
4337,3, What it actually investigates is the performance of existing image classifiers and object detectors.
4338,1,\n\nClarity:\nThe paper is generally well-written and easy to read.
4339,3," The multimodal embeddings are evaluated on newly created datasets, which extend the MovieLens-100k and YAGO-10 with multimodal information."
4340,1,\n\n\nEXPERIMENTS:\n\nLavaworld: authors show that pretraining the PATH function on longer 7-11 step policies leads to better performance\nwhen given a specific Lava world problem to solve.
4341,3,"""The authors adapts stochastic natural gradient methods for variational inference with structured inference networks."
4342,3," \nIt employs a previously proposed system, Open Classification Network, for classifying instances into known classes or rejecting as belonging to an unseen class, and applies hierarchical clustering to the rejected instances to identify unseen classes."
4343,2,"This paper was authored by a keen blogger and his colleagues. The paper perhaps reflects this informal approach, to its detriment"
4344,1,"\n\nThe paper is well organized and clearly written, modulo minor language mistakes that should be easy to fix with further proof-reading."
4345,3, \nThis algorithm maintains a Bayesian posterior over the last layer of the neural network and uses that as an approximate measure of uncertainty.
4346,3, \n\nThe robustness to navigation commands in Section 4.5 is very forced and incorrect -- randomly inserting unseen words at crucial points might lead to totally different original navigation commands right?
4347,1,\niii) The model generalizes well in terms of link and node classification
4348,3, An ablation study clearly shows the contribution of the deep coattention mechanism and mixed objective training on the model performance.
4349,3, This paper presents a neural network architecture which takes the map information and several other features and reconstructs the unit occupancy and count information in the map.
4350,1,\n\t\u2022\tExcellently structured and presented paper\n\u00a0\n\t\u2022\t
4351,3,  For few-shot classification then the cross-entropy classification loss is used on the node.
4352,1, The authors also did a good job in connecting with existing works and gave concrete examples for Gaussian policies.
4353,3, The authors propose to train a forward and backward RNN in parallel.
4354,1,nIt would be nice to see empirically how much of computation the proposed approach takes during training. 
4355,3,.\nThe paper states three conjectures (predictions in the paper):
4356,3,"""This paper proposes a hybrid Homomorphic encryption system that is well suited for privacy-sensitive data inference applications with the deep learning paradigm."
4357,3,"""This paper present a method for detecting adversarial examples in a deep learning classification setting."
4358,1,\n\nThis seems to be a nice treatment of distribution to distribution regression with neural networks.
4359,3,\n\nIs your equation 1 correct? I understand that your logits are reciprocal of mean squared error.
4360,3," As we can see, OVE, NCE and IS diverges on Wiki-small, which may be fixed if the step size is chosen for each data (in practice we can choose using subsamples for each data)."
4361,1,\n\nRELATED WORK:\n\nGood contrast to hierarchical learning: we don\u2019t have switching regimes here between high-level options
4362,3," However, the way the results are presented/plotted, namely the linear plot of the (shifted) relative performance of CAR (and LRA3C) versus A3C, visually inflates the importance of tasks on which CAR (and LRA3C) perform better than A3C, and diminishes the importance of those tasks on which A3C performs better. "
4363,1,\n\nOverall I think this method is inventive and shows promise for probing invariances.
4364,1,"""This paper presents a new method for obtaining a bilingual dictionary, without requiring any parallel data between the source and target languages."
4365,3," Reading the paper,\nmany questions arise in mind:\n\n- The paper implicitly assumes that the statistics from all the users must\n  be collected to improve \""general English\""."
4366,3," \n\nThe paper provides quantitative evaluations under three different settings i) image classification, ii) Time series forcasting iii) Document classification."
4367,3, \n\nThey then overview the notion of effective depth for a residual network: a linear residual network can be written as a product of terms of the form (I + r_i).
4368,3,"The objective function is defined with a Frobenius norm, which has an important influence on the obtained solutions, as it could be seen on Figure 2."
4369,3,"\n- the language at the end of section 3 is very vague and noncommittal -- maybe just state what you did, and separately give future work suggestions?"
4370,1,\n\npros:\n(1) The idea is introduced clearly and rather straightforward.
4371,1, The paper is able to show markedly better results on paraphrase detection that skipthought and some interesting and perhaps good results on domain-specific coreference resolution.
4372,3," However, as the authors hoped to claim that this module could contribute to both speedup and RC performance, it will be necessary to show the RC performance of the same model architecture, but replacing the CNNs with LSTMs."
4373,3,"  This manuscript formulates a convex program of optimal control without the separate system ID step, resulting in provably optimality guarantees and efficient algorithms (in terms of the sample complexity)."
4374,3," My intuition is that if the learner algorithm is convex, then ultimately they will all get to the same accuracy level, so the task is just to get there quicker."
4375,3," For example, in standard vision systems, low level filters \""V1\"" learn edge detectors (gabor filters) and higher level filters learn angle detectors [1]."
4376,3,"\n\n(3) To correct the issue with the first layer in (2) it is suggested to use a random rotation, or simply use continues weights in that layer."
4377,3,"""This paper analyzes the loss function and properties of CNNs with one \""wide\"" layer, i.e., a layer with number of neurons greater than the train sample size."
4378,3," I think it will be helpful to state the algorithms explicitly in the main paper."""
4379,3,"""The paper addresses the problem of learning mappings between different domains without any supervision."
4380,2,It reads like papers often do when they are written in LaTeX. Reject.
4381,1," Also, the combination of Kronecker product and soft unitary constraint is really interesting."
4382,2,Based on theoretical considerations I dont see a reason to perform these experiments.
4383,1, Results look like significant improvements over standard learning setups.
4384,1,"\n\n7. The experiments in Section 3.2.3 were interesting, since they demonstrate that the model can be warm-started from a model that hasn\u2019t fully converged."
4385,3,"Further, how many tau\u2019s one should evaluate?"
4386,3,. The acronym pkeep in later Tables should be clarified.
4387,1," \n\nPros:\n1, The paper is well presented and is easy to follow."
4388,2,I dont believe in simulations
4389,1, The results on several memory-related tasks in 2D and 3D environments show that the proposed method outperforms existing baselines such as LSTM and MQN/FRMQN.
4390,3,"""This paper proposes a new way of sampling data for updates in deep-Q networks."
4391,1, They are the best in terms of precision.
4392,3,  It provides two main contributions: pre-training the policy network of a DDPG agent in a supervised manner so that it begins in reasonable state-action distribution and regalurizing the Q-updates of the q-network to be biased towards existing actions. 
4393,1,It also adopts an interesting multicodebook approach for encoding than binary embeddings.
4394,3,"""This paper presents a policy gradient method that employs entropy regularization and entropy constraint at the same time."
4395,2,This is an area ripe for future research. Recommendation: Rejec
4396,1, The method is clear
4397,3," From the results reported in Tables 1, 2, and 3, I do not see compelling evidence that +V, +A, +D, or +VAD consistently lead to significant performance increases relative to the baseline methods. "
4398,1,"Continual learning in neural networks is a hot topic, and this article contributes a very interesting idea."
4399,3,"\nUsing leaky neurons for encoding and decoding is standard, see e.g.:\nBharioke, Arjun, and Dmitri B. Chklovskii. \""Automatic adaptation to fast input changes in a time-invariant neural circuit."
4400,3,  Could you elaborate on this?
4401,3," Specifically, this comprises a standard word embedding an accompanying local context embedding."
4402,3," The proposed architecture implicitly reduces the continual learning problem to a classical multitask learning (MTL) setting for the LTM, where (in the best case scenario) i.i.d. data from all encountered tasks is available during training. This setting is not ideal, though."
4403,3,\nOur main concern is regarding thorough comparison to similar work and provision of comparative work assessment to support novelty claims.
4404,3,"\n\nThe authors present two ENAS models: one for CNNs, and another for RNNs."
4405,3,""")\n(3) Section 3.1 denotes the DNN classifier as F(.), but section 3.2 denotes the\nsame classifier as f(.).\n(4) Why is r_n called the \""center\"" ?"
4406,3,"The greedy step, described in the first paragraph of page 4, also has an effect on the produced attention"
4407,3," What is \""performance\"" measured in? In general the Table captions need to be clearer and more descriptive"
4408,3, It belongs to the recent family of papers based on GANs
4409,3,"\""\n\nExplanations of better generalization properties of TR over SGD are important."
4410,1,n- in the experiments they trained the network on 64 x 64 patches and achieved convincing results
4411,1, All these seems very sound and interesting.
