,id,Description,forum_id
2779,2779,It should be consistent,BHqmQ6tnb3N
2780,2780,"4.	Line 117, “i.e.” is redundant",BHqmQ6tnb3N
2781,2781,"5.	Line 123, “",BHqmQ6tnb3N
2782,2782,"Which” -> “, which”",BHqmQ6tnb3N
2783,2783,"6.	Line 186, “In this table becomes” -> “From this table it becomes”",BHqmQ6tnb3N
2784,2784,7.	Line 196 – missing full stop at the end of the sentence,BHqmQ6tnb3N
2785,2785,"8.	Line 202, “Posterior to redesigning” -> “After redesigning”",BHqmQ6tnb3N
2786,2786,"9.	Line 206, “Especially for the horses” – unfinished sentence",BHqmQ6tnb3N
2787,2787,"10.	Line 217, “A number” -> “a number”",BHqmQ6tnb3N
2788,2788,"11.	Line 240, “pragmatic” – it seems the authors meant something else",BHqmQ6tnb3N
2789,2789,"This paper aims to reproduce and examine the claims made in the ""Generative causal explanations of black box classifiers"" paper",BHqmQ6tnb3N
2790,2790,The authors approach this problem by examining three aspects of behavior of the proposed model:,BHqmQ6tnb3N
2791,2791,1,BHqmQ6tnb3N
2792,2792,Reproducibility of the results presented in the original paper,BHqmQ6tnb3N
2793,2793,2,BHqmQ6tnb3N
2794,2794,Sensitivity to alternative black box models,BHqmQ6tnb3N
2795,2795,3,BHqmQ6tnb3N
2796,2796,Sensitivity to the choice of hyperparameters,BHqmQ6tnb3N
2797,2797,The authors find positive evidence of (1),BHqmQ6tnb3N
2798,2798,"However, they find a decay in performance with more complex models and a lack of robustness with respect to the choice of hyperparameters",BHqmQ6tnb3N
2799,2799,"Overall, I felt this was a solid reproduction",BHqmQ6tnb3N
2800,2800,"On the positive side: the authors do well to push the proposed methodology outside of the aspects presented within the paper, and I found the findings to be informative",BHqmQ6tnb3N
2801,2801,"On the less positive side: (a) Ideally, I would have liked to seen at least a set of hypotheses summarizing the explanation of the degradation of performance",BHqmQ6tnb3N
2802,2802,"(b) Some of the writing could use a little more fleshing out, the descriptions in the beginning of the text are spars and make it difficult to have full context without having read the prior paper within a very short window",BHqmQ6tnb3N
2803,2803,  ,BHqmQ6tnb3N
2804,2804,"The authors of this report have tried to reproduce the results of the paper ""Generative causal explanations of black-box classifiers"" by O’Shaughnessy et.al",sacRaG5zt_m
2805,2805,They have written up a Reproducibility Summary which has all the required elements,sacRaG5zt_m
2806,2806,"The scope of reproducibility is well-defined, and the report is well-structured and well-written",sacRaG5zt_m
2807,2807,The authors have reportedly re-written major portions of the code themselves and have not contacted the original paper's authors,sacRaG5zt_m
2808,2808,They have shared the link to the new codebase in the report which seems to have sufficient documentation,sacRaG5zt_m
2809,2809,They have explained the idea in the original paper well in their Introduction,sacRaG5zt_m
2810,2810,"It is impressive that they have not just tried to reproduce the results in the original paper but have also tested the framework on the entire MNIST dataset and the CIFAR-10 dataset, and included a discussion on the results on these datasets",sacRaG5zt_m
2811,2811,They have even tried to find causal relationships in a low-performance classifier on the MNIST dataset to extend the usefulness of the explanatory framework,sacRaG5zt_m
2812,2812,"They rightly question the usefulness of the explanations as some of the latent factors cannot be easily interpreted, especially on complex data sets",sacRaG5zt_m
2813,2813,They also try to explain the scenarios when the framework doesn't work as expected in disentangling the causal and non-causal latent factors,sacRaG5zt_m
2814,2814,A few suggestions to improve the report:,sacRaG5zt_m
2815,2815,1,sacRaG5zt_m
2816,2816,The authors should include the range of hyperparameters that they have tried before landing on the ones that they have used.,sacRaG5zt_m
2817,2817,2,sacRaG5zt_m
2818,2818,The authors should include the training times and the hardware they have used,sacRaG5zt_m
2819,2819,3,sacRaG5zt_m
2820,2820,"The authors rightly mention that it was difficult to quantify the results and the judgment of the results was based more on intuition, subject to personal biases and interpretations",sacRaG5zt_m
2821,2821,Do they have suggestions on what kind of metrics can be employed here? Consulting with the original paper's authors may have led to some good discussions about this aspect and possibly some useful metrics,sacRaG5zt_m
2822,2822,"In all, this is an impressive reproducibility report",sacRaG5zt_m
2823,2823,The authors have done due diligence in attempting to reproduce the results and have gone beyond by experimenting on more data sets and models,sacRaG5zt_m
2824,2824,"The authors reproduced the results in the paper ""Generative causal explanations of black-box classifiers""",sacRaG5zt_m
2825,2825,"Though source codes are open-sourced by the original authors, they claimed difficulties of using the original codes and re-implemented most of the codes",sacRaG5zt_m
2826,2826,"Beyond that, they experimented with more datasets and analyzed the experiment results",sacRaG5zt_m
2827,2827,They also proposed to evaluate the proposed framework to check its ability to examine poor models.,sacRaG5zt_m
2828,2828,The report is clearly written with detailed analysis,sacRaG5zt_m
2829,2829,The authors did substantial work to re-implement most of the framework,sacRaG5zt_m
2830,2830,"They discussed the challenges in using the hyper-parameter search methods proposed in the origin paper, i.e",sacRaG5zt_m
2831,2831,it's too expensive for large models,sacRaG5zt_m
2832,2832,"Overall, this report clearly described the effort they made to reproduce the results",sacRaG5zt_m
2833,2833,The ablation study is well motivated with reasonable results,sacRaG5zt_m
2834,2834,"Summary: This is a replication of the NeurIPS paper ""Interventional Few-Shot Learning"" by Yue et al",iwAC32Fov_3
2835,2835,(2020),iwAC32Fov_3
2836,2836,"This replicability-report focuses a lot on replicating four specific experiments from this paper: Resnet10 Baseline, Resnet10 IFSL using both the SIB and MTL algorithm for each (4 configurations)",iwAC32Fov_3
2837,2837,The report seems to corroborate the results for the SIB algorithm and obtain close but slightly different results for the MTL algorithm using different computational resources but the same code provided by Yue at al,iwAC32Fov_3
2838,2838,(2020).,iwAC32Fov_3
2839,2839,"With respect to the pros, this replicability study is clear and easy to read",iwAC32Fov_3
2840,2840,It is also very succinct,iwAC32Fov_3
2841,2841,"The report also contain all the main minimal expected elements for the Replicability Challenge, including the type of contact the author of the report had with the authors of the original paper",iwAC32Fov_3
2842,2842,This report has information of what to expect when running the code provided by Yue et al,iwAC32Fov_3
2843,2843,(2020),iwAC32Fov_3
2844,2844,"On the other hand, a better detail of why the replication focused on only the four experimental cases could have improved the report",iwAC32Fov_3
2845,2845,The original NeurIPS paper had a large evaluation protocol with various assumptions tested,iwAC32Fov_3
2846,2846,"Thus, this report provides a valuable but limited information about the original paper",iwAC32Fov_3
2847,2847,"Also, since the same code provided by the authors was used, it could have improve the replicability study if more information about the hyperparameter sweep, and may be other IFSL model assumptions, were added",iwAC32Fov_3
2848,2848,"This could have been done, for instance, by including a discussion of the parameters used to replicate the experiments",iwAC32Fov_3
2849,2849,"Finally, the report reads more like a summary of the study performed",iwAC32Fov_3
2850,2850,"In fact, there is really not distinct separation between the summary and the body of the report.",iwAC32Fov_3
2851,2851,This short submission describes the author's attempts to reproduce Yue et al,iwAC32Fov_3
2852,2852,"(2020)'s ""Interventional Few-Shot Learning"" results",iwAC32Fov_3
2853,2853,It focuses on one dataset (miniImageNet) and two methods (meta-transfer learning and simulated information bottleneck) that the original paper proposes can be augmented with the interventional strategy (IFSL),iwAC32Fov_3
2854,2854,"Using author-provided code, this submission reports that including IFSL does improve the model's performance, though not to the same extent reported in the original paper",iwAC32Fov_3
2855,2855,A baseline discrepancy on the meta-transfer learning experiment was also observed.,iwAC32Fov_3
2856,2856,"Unfortunately, the submission includes very few details--it is essentially just the reproducibility summary--which limits the potential value of this work",iwAC32Fov_3
2857,2857,"The author obtained the best results using Yue et al.'s  hyperparameters; for all runs ""the results were much worse"" when these parameters were optimized by the author",iwAC32Fov_3
2858,2858,"However, the significance of this claim is tough to assess because no methodological details or quantitative results were reported in this submission",iwAC32Fov_3
2859,2859,"The only results are reported in Table 1 and 2 and these are unclear: over how many runs was the average taken? What is indicated after the ± (SD, SE, etc)? ",iwAC32Fov_3
2860,2860,"The manuscript does not include any exploration or explanation of the results reported here, nor is the original method tested outside of the original framework",iwAC32Fov_3
2861,2861,"References to the broader literature (and the original paper!) are missing, and the writing could be more polished.",iwAC32Fov_3
2862,2862,"I regret that I cannot be more positive, but I do not believe the work is ready for publication",iwAC32Fov_3
2863,2863,Thank you for this excellent work!  ,iwAC32Fov_3
2864,2864,The authors clearly explain the Scope of Reproducibility.,iwAC32Fov_3
2865,2865,The authors successfully conducted experiments to reproduce the paper,iwAC32Fov_3
2866,2866,I would love to know if they use the same batch-size as the original paper? ,iwAC32Fov_3
2867,2867,I like that the authors conducted experiments on two different settings (MTL and SIB),iwAC32Fov_3
2868,2868,"In both experiments, I can see that the proposed approach improves baselines.",iwAC32Fov_3
2869,2869,Issues regarding the report: ,iwAC32Fov_3
2870,2870,It would be better if authors can tell why there is a large gap between their numbers and original paper numbers for the MTL experiment.,iwAC32Fov_3
2871,2871,It would be better if authors report experiment results with different hyperparameters,iwAC32Fov_3
2872,2872,Authors should try contacting the original paper author via their emails,iwAC32Fov_3
2873,2873,"Overall, this is a nice work to reproduce the original paper and I recommend it for publication",iwAC32Fov_3
2874,2874,Limited scope,XLn0zjYiRQj
2875,2875,--------------------,XLn0zjYiRQj
2876,2876,"The authors clearly describe the scope and adhere to it, however, the scope is extremely limited:",XLn0zjYiRQj
2877,2877,"- one dataset only (CIFAR-10), when the original article used 2 other small-scale ones (MNIST and CIFAR-100) and a larger-scale one (mini-ILSVRC12)",XLn0zjYiRQj
2878,2878,"- one loss combination (NCE+RCE), when the original article tested 3 other ones extensively as well as 5 baselines, and has additional results for 2 other variants",XLn0zjYiRQj
2879,2879,"- one noise setting (symmetric with a noise rate of 0.4) when the original article reports most results on 9 (1 clean, 4 symmetric, 4 asymmetric)",XLn0zjYiRQj
2880,2880,"The authors also did not justify why they chose that specific combination, out of the 48 bolded ones in original tables 2 and 3 (among 972 entries when including baselines and ""clean"" experiments).",XLn0zjYiRQj
2881,2881,"The only source of variation envisioned in the experimental setup was running the code on different hardware and environments: local CPU, Google Colab, and AWS GPU, all using the same software.",XLn0zjYiRQj
2882,2882,Limited effort,XLn0zjYiRQj
2883,2883,-------------------,XLn0zjYiRQj
2884,2884,"Of the different hardware settings, only one result was reported, and there was no detailed analysis of failures, or mention of mitigation strategies",XLn0zjYiRQj
2885,2885,For instance:,XLn0zjYiRQj
2886,2886,"- ""the code failed to run over certain epochs in CPU machine"": in what way? Could it have worked on a smaller dataset (e.g., MNIST), or maybe with a smaller batch size?",XLn0zjYiRQj
2887,2887,"- the runtime exceeded the 12 hours limit on Colab: maybe the authors could have implemented a checkpointing strategy, and restarted training a few time.",XLn0zjYiRQj
2888,2888,"In addition, the report contains:",XLn0zjYiRQj
2889,2889,"- no summarization or explanation of the original paper, methods, or experimental setting",XLn0zjYiRQj
2890,2890,"- no ablation studies: only one model was retrained as described, the baselines were not retrained",XLn0zjYiRQj
2891,2891,- no hyperparameter search: only the values found in the code were used,XLn0zjYiRQj
2892,2892,"- one single run with a given random seed, even though the original article reported mean±std over 3 runs for most results",XLn0zjYiRQj
2893,2893,Confusing reporting of results,XLn0zjYiRQj
2894,2894,------------------------------------------,XLn0zjYiRQj
2895,2895,"The symmetric noise setting with a parameter of $\eta = 0.4$ is characterized as ""noisy labels of 4%"" when the original article indicate it would be 40% of corruption ($1 - \eta$ or 60% of labels would stay the same).",XLn0zjYiRQj
2896,2896,"The original result is reported as ""86.02%"", omitting the standard deviation of ""± 0.09"".",XLn0zjYiRQj
2897,2897,"The reproduced result of 85.97% is reported as ""within 1%"" of the original one, which is technically correct as $0.05 < 1$, but confusing",XLn0zjYiRQj
2898,2898,Why mention a 1% threshold? Was it determined in advance?,XLn0zjYiRQj
2899,2899,Conclusion,XLn0zjYiRQj
2900,2900,----------------,XLn0zjYiRQj
2901,2901,"In the end, this report does not shed any additional light on the original paper or code base, except that the code runs and did not produce an unexpected result.",XLn0zjYiRQj
2902,2902,"The [task description](https://paperswithcode.com/rc2020/task) for the challenge mentions: _""Just re-running code is not a reproducibility study""_, and I don't think this reports clears the bar, I recommend to reject it.",XLn0zjYiRQj
2903,2903,Issues regarding the report: ,XLn0zjYiRQj
2904,2904,Authors test the code only on the CIFAR-10 with 0.4 Symmetric Noise Rate,XLn0zjYiRQj
2905,2905,I believe it would be better to show at least one more experiment (maybe with 0.8),XLn0zjYiRQj
2906,2906,Authors need to give a better explanation of how hyperparameters are selected,XLn0zjYiRQj
2907,2907," Further hyperparameter search can be useful, authors can change model optimizer and learning.",XLn0zjYiRQj
2908,2908,"Another important point, there is no information regarding the stopping criteria?",XLn0zjYiRQj
2909,2909,It will be better to plots how training loss changes during training,XLn0zjYiRQj
2910,2910," It can be also better how to test accuracy change during training,",XLn0zjYiRQj
2911,2911,If possible authors can train and test one of the competing models as well,XLn0zjYiRQj
2912,2912,We can see how improvements happen,XLn0zjYiRQj
2913,2913, Maybe improvement related to the optimizer or something else?,XLn0zjYiRQj
2914,2914,"The author(s) provide very details in their report regarding the proposed algorithm and data set (ZINC) details, the report is 17 pages which I believe is too long",ntxHNb7y429
2915,2915,The model description is well defined,ntxHNb7y429
2916,2916,"They provide every detail of the code and algorithms that have been used by other papers and provide the citation, but I believe it could be abstracted",ntxHNb7y429
2917,2917,The evaluation criteria; logP score were used to evaluate the optimization.,ntxHNb7y429
2918,2918,"In the very early sentences of your review paper, In line 4, ""an adaptive, neural network-based, penalty that is supposed to"" it's better to put a comma, right after the ***penalty***, ""an adaptive, neural network-based penalty, that is supposed to."" The link you prepared in line 69 as your GitHub repository, did not work properly.",ntxHNb7y429
2919,2919,"In my opinion, it was better to test your algorithm with other optimizers rather than Adam, and other Loss functions except for binary cross-entropy",ntxHNb7y429
2920,2920,It helps you obtain more accurate results by searching in different conditions.,ntxHNb7y429
2921,2921,"In line 94, you made a typo and wrote ***pratical*** instead of ***practical***.",ntxHNb7y429
2922,2922,What is the y-axis in Fig1 plots?! What does it refer to?,ntxHNb7y429
2923,2923,"You'd better add Legend to each of your images, even if you're partializing them to a) b) c).",ntxHNb7y429
2924,2924,"Overall, my evaluation of the paper titled “A reproducibility study of “Augmenting Genetic Algorithms with Deep Neural Networks for Exploring the Chemical Space” is as below:",ntxHNb7y429
2925,2925,"•	The authors provide a comprehensive summary of the objectives of the paper, its results, challenges, and contributions",ntxHNb7y429
2926,2926,(Reproducibility Summary: 10/10) ,ntxHNb7y429
2927,2927,•	The authors provide the areas of the original paper where they have tried to reproduce the results and adhere to them along with the paper,ntxHNb7y429
2928,2928,(Scope of reproducibility: 10/10),ntxHNb7y429
2929,2929,•	The code from the original paper has been used and modified for the hyperparameter search performed on the paper,ntxHNb7y429
2930,2930,"Overall, there are enough documentation, and the code sounds clean",ntxHNb7y429
2931,2931,(Code: 10/10) ,ntxHNb7y429
2932,2932,•	Scope of the communication with the authors of the original paper is mentioned (Communication with original authors: 10/10),ntxHNb7y429
2933,2933,•	Effect of different hyperparameters that change the results has been studied in detail which complements the results of the original paper,ntxHNb7y429
2934,2934,(Hyperparameter Search: 10/10)             ,ntxHNb7y429
2935,2935,"•	Although the authors have performed comprehensive hyperparameters search and have quantified the effect on the result, the level of novelty in the paper is limited",ntxHNb7y429
2936,2936,Maybe the authors could perform some study on the neural network-based penalty and see if they can add additional improvement to the original paper,ntxHNb7y429
2937,2937,(Ablation Study                                           6/10),ntxHNb7y429
2938,2938,•	There are detailed discussions with graphs on the effect of each hyperparameter on the outcome,ntxHNb7y429
2939,2939,The authors have been very meticulous,ntxHNb7y429
2940,2940,Have examined the method in detail and have suggested valuable improvement to the original paper (Discussion on results 10/10)   ,ntxHNb7y429
2941,2941,"•	The detailed illustration of the results is very helpful, but the authors do not provide any recommendation on future work for reproducibility",ntxHNb7y429
2942,2942,They mainly summarized what they have tried and the differences in the outcome with respect to the original paper,ntxHNb7y429
2943,2943, (Recommendations for reproducibility 5/10)        ,ntxHNb7y429
2944,2944,•	I did not recognize significant novel contributions from this paper,ntxHNb7y429
2945,2945,(Results beyond the paper                          5/10),ntxHNb7y429
2946,2946,"•	The paper is organized, coherent, clear, and well structured",ntxHNb7y429
2947,2947,(Overall organization and clarity 10/10),ntxHNb7y429
2948,2948,        ,ntxHNb7y429
2949,2949,I would like to congratulate the authors on their commendable effort in preparing this reproducibility report,vvLWTXkJ2Zv
2950,2950,I believe the authors' effort will significantly contribute to the improvement of the reproducibility of this work,vvLWTXkJ2Zv
2951,2951,I have presented a more detailed evaluation below.,vvLWTXkJ2Zv
2952,2952,__Pros:__,vvLWTXkJ2Zv
2953,2953,1,vvLWTXkJ2Zv
2954,2954,"The authors did a great job in presenting the reproducibility summary, especially the easy and hard parts of their reproducibility effort.",vvLWTXkJ2Zv
2955,2955,2,vvLWTXkJ2Zv
2956,2956,The introduction and scope of reproducibility are clearly presented and nicely setup the rest of the report,vvLWTXkJ2Zv
2957,2957,I would also like to appreciate the authors' effort to present the mathematical foundations of the method,vvLWTXkJ2Zv
2958,2958,"However, I feel the grammar and writing style could be improved for better readability",vvLWTXkJ2Zv
2959,2959,3,vvLWTXkJ2Zv
2960,2960,The authors built up on the original code base which only had the codes for the Prediction task with memory,vvLWTXkJ2Zv
2961,2961,I believe this is a significant achievement and hope that this experience was highly educational and rewarding for the authors,vvLWTXkJ2Zv
2962,2962,"However, the original code repo has now been updated",vvLWTXkJ2Zv
2963,2963,"So, it would be helpful if the authors could comment on discrepancies (if any) in their implementation and the one provided by the original authors in their final version",vvLWTXkJ2Zv
2964,2964,4,vvLWTXkJ2Zv
2965,2965,The authors mentioned performing a hyperparameter search and reported finding different set of hyperparameters than originally reported in the paper,vvLWTXkJ2Zv
2966,2966,Having a plot of the performance variance for different hyperparameters (in the supplementary) could add value to this effort.,vvLWTXkJ2Zv
2967,2967,5,vvLWTXkJ2Zv
2968,2968,I would like to appreciate the several ablation studies performed by the authors to evaluate various components of the proposed methodology,vvLWTXkJ2Zv
2969,2969,The inferences from these studies though could be presented better,vvLWTXkJ2Zv
2970,2970,6,vvLWTXkJ2Zv
2971,2971,The authors performed useful additional experiments beyond the ones performed in the original paper,vvLWTXkJ2Zv
2972,2972,These experiments definitely add to my understanding of the method,vvLWTXkJ2Zv
2973,2973,"Although I could follow the results of these experiments, I was slightly confused about the inferences presented by the authors",vvLWTXkJ2Zv
2974,2974,"However, since this is a reproducibility report, I gave more weightage to the rationale behind the experiments rather than their interpretations.",vvLWTXkJ2Zv
2975,2975,7,vvLWTXkJ2Zv
2976,2976,The authors allude to some reproducibility recommendations but it's not very explicit,vvLWTXkJ2Zv
2977,2977,I think these recommendations are extremely useful and it would help to have them clearly mentioned,vvLWTXkJ2Zv
2978,2978,"Despite the several merits of the report, I have few concerns primarily pertaining to the presentation and writing/organization style of the report",vvLWTXkJ2Zv
2979,2979,I have detailed them below.,vvLWTXkJ2Zv
2980,2980,__Cons:__,vvLWTXkJ2Zv
2981,2981,1,vvLWTXkJ2Zv
2982,2982,It would help to have a figure/flowchart that outlines the several experiments that the authors tried to replicate and/or investigate in detail with additional experiments,vvLWTXkJ2Zv
2983,2983,I would strongly suggest adding this figure in the introduction or scope section,vvLWTXkJ2Zv
2984,2984,This figure would establish the context and methodology of the original paper as well as give the reader an overview of the rest of the report,vvLWTXkJ2Zv
2985,2985,2,vvLWTXkJ2Zv
2986,2986,"With the original code repo being updated recently, the authors may have to briefly comment about the discrepancies (if any) in their implementation",vvLWTXkJ2Zv
2987,2987,"Additionally, they need to update the report to incorporate the information that the original repo now contains the codes to both tasks",vvLWTXkJ2Zv
2988,2988,I don't think this needs to be very detailed but updating this information will add to the completeness of the report,vvLWTXkJ2Zv
2989,2989,3,vvLWTXkJ2Zv
2990,2990,"Although the authors report that they communicated with the original authors, it is slightly unclear as to how this communication served to improve the authors' understanding and/or implementation of the methodology",vvLWTXkJ2Zv
2991,2991,"Also, I am curious to know if the authors communicated the observed discrepancy about the ShanghaiTech dataset and the engineering fix they had to deploy",vvLWTXkJ2Zv
2992,2992,4,vvLWTXkJ2Zv
2993,2993,It would help to have a plot of the performance variation with changing hyperparameters,vvLWTXkJ2Zv
2994,2994,This result would indicate how sensitive the results are to hyperparameter values,vvLWTXkJ2Zv
2995,2995,"Also, did the authors try different seeds? I understand this could be difficult to do on complicated dataset but it is an essential component to establish that one method statistically outperforms another method",vvLWTXkJ2Zv
2996,2996,"As a recommendation, I would propose the authors to run their ""light weight"" experiments on multiple seeds and report the standard deviation in metrics",vvLWTXkJ2Zv
2997,2997,5,vvLWTXkJ2Zv
2998,2998,I think the overall presentation style needs to be improved,vvLWTXkJ2Zv
2999,2999,The current report has very interesting experiments and excellent insights,vvLWTXkJ2Zv
3000,3000,These insights need to highlighted properly,vvLWTXkJ2Zv
3001,3001,"For instance, it will be helpful to have the results reported by the original authors alongside the results obtained in this report to clearly compare and contrast the discrepancies or agreements",vvLWTXkJ2Zv
3002,3002,"Furthermore, it would help improve the readability if the authors could add a flowchart or table that summarized their findings in terms of which modules turned out to be redundant for each of the tasks",vvLWTXkJ2Zv
3003,3003,Having such a figure or table will significantly improve the impact of their findings,vvLWTXkJ2Zv
3004,3004,6,vvLWTXkJ2Zv
3005,3005,The discussions and implications presented by the authors don't seem very convincing,vvLWTXkJ2Zv
3006,3006,"For instance, the authors mention _""Figure 9 shows both models having trouble reconstructing the input frames, but the Prediction model reconstructs the image with considerably more artifacts making it easier to classify correctly.""_ It is hard to conclude this without definite reconstruction error (MSE, perhaps?) values",vvLWTXkJ2Zv
3007,3007,7,vvLWTXkJ2Zv
3008,3008,"Furthermore, did the authors try an epsilon-greedy type of approach to mitigate the problem of mode collapse in memory module? This would entail using the memory module as proposed with probability of (1-epsilon) and using a random combination of all memory items with epsilon probability",vvLWTXkJ2Zv
3009,3009,"The value of epsilon could become another hyperparameter, but setting it to some constant value (eg",vvLWTXkJ2Zv
3010,3010,0.1) could perhaps serve as an acceptable solution,vvLWTXkJ2Zv
3011,3011,"However, this would be a minor comment and mostly out of my own curiosity",vvLWTXkJ2Zv
3012,3012,I have not used this concern to judge the merit of the reproducibility report,vvLWTXkJ2Zv
3013,3013,8,vvLWTXkJ2Zv
3014,3014,"Finally, I would encourage the authors to add clear reproducibility recommendations",vvLWTXkJ2Zv
3015,3015,I believe the authors are at an appropriate stage to provide specific recommendations for this work and a good reproducibility report should have them.,vvLWTXkJ2Zv
3016,3016,"Once again, I would like to congratulate the authors on their work and I hope they can address some of the concerns mentioned above to improve the impact of this report",vvLWTXkJ2Zv
3017,3017,"I believe that if the authors could add the aforementioned summary figures and/or tables and improve the overall readability of the final version of the report, this work could be extremely useful to the field in general",vvLWTXkJ2Zv
3018,3018,The authors reproduced the work of Learning Memory-guided Normality for Anomaly Detection,vvLWTXkJ2Zv
3019,3019,"In this work, the authors have:",vvLWTXkJ2Zv
3020,3020,- Reused part of the original code and scripted some parts that were not available,vvLWTXkJ2Zv
3021,3021,- Have communicated with the authors regarding the changes,vvLWTXkJ2Zv
3022,3022,- Did a thorough ablation study,vvLWTXkJ2Zv
3023,3023,"And finally, went beyond the scope of the reproduction and suggested further improvements.",vvLWTXkJ2Zv
3024,3024,In the reviewer's opinion it is a thoroughly conducted study.,vvLWTXkJ2Zv
3025,3025,Small typos: Space missing line 45,vvLWTXkJ2Zv
3026,3026,"This paper tries to reproduce the ICLR2019 paper ""Learning to learn without forgetting by maximizing transfer and minimizing interference,"" by Matthew Riemer et al.",d0svLMnvzWK
3027,3027,The authors present an straightforward 1to1 reproduction of the original paper experimental setting,d0svLMnvzWK
3028,3028,They ran the code according to the instructions given in the official implementation and got very similar results,d0svLMnvzWK
3029,3029,This is OK for the the ML Reproducibility Challenge,d0svLMnvzWK
3030,3030,"However, the authors failed to provide meaningful results/insights for a majority of the analysis performed",d0svLMnvzWK
3031,3031,"In this regard, many components of the proposed results, ablation and running times studies in the manuscript are incomplete or limited, without offering clear descriptions and/or insight into the outcomes.",d0svLMnvzWK
3032,3032,Itemised comments:,d0svLMnvzWK
3033,3033,"- Introduction is too short (seems a bullet list) and non-informative about the problem addressed, its importance, motivation, etc",d0svLMnvzWK
3034,3034,"Also, La-MAML should be better introduced and described.",d0svLMnvzWK
3035,3035,- Repetitiveness: Methodology and Computational requirements sections are mostly the same,d0svLMnvzWK
3036,3036,Also Section 5.2.,d0svLMnvzWK
3037,3037,- Pseudocode in Section 3.3 shouldn't be a low-resolution figure.,d0svLMnvzWK
3038,3038,- Tables 3 and 5 shouldn't be low-resolution figures,d0svLMnvzWK
3039,3039,Lack of consistency wrt other tables.,d0svLMnvzWK
3040,3040,- Sections 4.1.3 and 4.1.4 placed after section 5.,d0svLMnvzWK
3041,3041,- Ablation analyses are not explained,d0svLMnvzWK
3042,3042,The reader cannot get any useful insight from section 5,d0svLMnvzWK
3043,3043,- Results and additional results are vaguely described,d0svLMnvzWK
3044,3044,This makes it very hard for the reader to follow their interpretation.,d0svLMnvzWK
3045,3045, ,d0svLMnvzWK
3046,3046,"This report repeats a large number of experiments from the original article, using the original code, confirming the claims in scope",d0svLMnvzWK
3047,3047,"The authors spent time and ingenuity adapting and packaging the code to run on 4 different environments, to satisfy runtime and memory requirements of different experiments",d0svLMnvzWK
3048,3048,"However, repeating the original experiments does not shed much light on the original paper, and this work does feature re-implementation, new experiments, ablation studies, or hyper-parameter re-optimization",d0svLMnvzWK
3049,3049,The small discrepancies that appear in some figures are not discussed.,d0svLMnvzWK
3050,3050,"As the [task description](https://paperswithcode.com/rc2020/task) of the challenge says, ""Just re-running code is not a reproducibility study"", and this submission does not provide additional insight on the original code or paper.",d0svLMnvzWK
3051,3051,Reproducibility summary,d0svLMnvzWK
3052,3052,--------------------------------------,d0svLMnvzWK
3053,3053,"The summary is filled up correctly, and summarizes well the report, although there are inconsistencies:",d0svLMnvzWK
3054,3054,"- the ""Scope of Reproducibility"" paragraph mentions only 1 claim, when Section 2 mentions 3, though they broadly overlap",d0svLMnvzWK
3055,3055,"- the ""Methodology"" paragraph only mentions one runtime environment (Google Colab with T4 GPUs), when Section 3 (Methodology), especially 3.6 (Computational requirements), expresses the need for using 4 different systems and says most experiments were using a different one (Kaggle Notebook with P100 GPU).",d0svLMnvzWK
3056,3056,Scope of reproducibility,d0svLMnvzWK
3057,3057,---------------------------------,d0svLMnvzWK
3058,3058,"The claims are clearly stated, and reproduced results connected to them",d0svLMnvzWK
3059,3059,"There is not much justification of how the results support the claims, except for the explanations in the original article.",d0svLMnvzWK
3060,3060,Code and experiments,d0svLMnvzWK
3061,3061,----------------------------------,d0svLMnvzWK
3062,3062,The authors re-used code and hyper-parameters from the original repository.,d0svLMnvzWK
3063,3063,No additional hyper-parameter search was reported.,d0svLMnvzWK
3064,3064,No additional ablation studies were reported.,d0svLMnvzWK
3065,3065,"The report provides timing information for all experiments, and discusses speed differences and trade-offs of different systems",d0svLMnvzWK
3066,3066,"It could have been more clear which reported durations were obtained in which setting (Table 6 tags some results with ""\*\*"", and Section 3.6 suggests it may be ""3",d0svLMnvzWK
3067,3067,"Institute GPU"", but it's not mentioned in the caption).",d0svLMnvzWK
3068,3068,Discussion on results,d0svLMnvzWK
3069,3069,------------------------------,d0svLMnvzWK
3070,3070,"The submission reports accuracies ""within 4%"" of the original values, but does not elaborate on which experiments were further off from the originals, or how that ""4%"" (presumably 4 percentage points) was computed.",d0svLMnvzWK
3071,3071,In fact:,d0svLMnvzWK
3072,3072,"- is not so meaningful when reported values for BTI can be ""-2.73 ± 0.45"", and",d0svLMnvzWK
3073,3073,"- In Table 3/4, the RA metric for ""Sync"" on ""Permutations"" went from ""70.54 ± 1.54"" to ""59.3 ± 2.3""",d0svLMnvzWK
3074,3074,"Most of the results do seem to line up, and consistent with the provided confidence intervals, and there are reasonable explanations (one bad run can become likely when running many experiments, the original authors might have had a lucky random seed, this might go away when re-tuning hyper-parameters...), but this was not acknowledged or discussed in any way.",d0svLMnvzWK
3075,3075,"Similarly, Figure 3 shows a similar effect of the learning rate value as Figure 2 (original), but the whole graph is 5 to 10 % lower in absolute accuracy, without it being acknowledged or explained.",d0svLMnvzWK
3076,3076,The paper is poorly written with an open-ended conclusion and the results are not exhaustive,7NDziwkaDm6
3077,3077,"Also, there is a lot of ambiguity around reproducibility since the author found a bug in their code",7NDziwkaDm6
