,Class Index,Description
1649,2,This paper may sink without trace
1650,1," Given that I don't even\nthink the representation of inputs and outputs is practical in general, I don't see what the \ncontribution is here."
1651,1,\n* the paper is clearly written and easy to understand
1652,1," Under such circumstance, the results about one-hidden-layer linear networks are less interesting to the deep learning community."
1653,1,\n\npro:\n- Thorough discussion of the issue with theoretical understanding on small benchmark functions as well as theoretical work\n- Easy to read and follow
1654,1," The approach is to learn a policy for task 1, then for each task k+1: copy distilled policy that can perform tasks 1-k, finetune to task k+1, and distill again with the additional task."
1655,2,Did you have a seizure while writing this sentence? Because I feel like I had one while reading it.
1656,2,A different paper would be a good paper
1657,2,The candidate has not demonstrated to me the required knowledge in any of the starred areas
1658,2,"Written in parts like an experience track paper, minus the experience"
1659,1,"""The paper seems to be significant since it integrates PGM inference with deep models."
1660,1, This would enable a better test of the generalization capabilities in what is essentially a continuously changing environment.
1661,1," Also, cluster-to-cluster might not fit well."
1662,2,The work that this group does is a disgrace to science
1663,2,I just dont get the point of this
1664,1,"\n\nIn summary, this is an innovative paper that treats the subject with rigorous mathematical formalism and is successful in the empirical evaluation."
1665,1, Do these correspond with some known models?
1666,1,"  The paper presents significant, novel work in a straightforward, clear and engaging way."
1667,2,Table 5 is a beast. I have no idea what it is trying to say because it terrifies me
1668,2,"This is like a project notebook. When Michelangelo finished the sistine chapel, did he also try to sell the scaffolding as a work of art?"
1669,2,The writer of the manuscript is utterly ridiculous and appears to believe they will solve poverty through radio astronomy
1670,1," Even assuming this is a meaningful task, surely the natural baseline would be to treat these phrasal verbs as non-compositional (e.g. extend the vocab with words like \u201csparked_off\u201d)  and train Word2Vec."
1671,1," This paper also proposes adaptive dropconnect, which extends dropconnect (Wan et al., 2013) by using an adaptive algorithm for masking network topology."
1672,1,"\\n\n\nOverall, I like the paper, I like the algorithm and I think it is a valuable contribution."
1673,2,You have put in a lot of effort answering a question that should have never been asked -..
1674,1, The other main new and potentially useful idea is a new idea for handling OOVs in this context where they are represented by positional placeholder variables. This also seems helpful.
1675,2,My recommendation for the authors is therefore to shelve the manuscript
1676,1," In particular, I really appreciated the additional appendix sections to clarify what actually happens as the phase information is propagated through the network."
1677,1," As far I understand, all of the original work policy gradients involved stochastic policies."
1678,1," Nevertheless, it is well written and I think it is solid work with reasonable convincing experiments and good results."
1679,1," Command of related work is ok,"
1680,1, While the empirical result is strong it is not clear that the proposed model is the best way to obtain the improvement.
1681,2,Startlingly naive and jejeune. Obviously a poorly tailored master's thesis.
1682,1," Instead the presentation can be simplified by just discussing the equivalency between local minima and global minima, as the proposed framework cannot handle critical points directly."
1683,1," Using a single average action marginalization is on par with MC sampling, which the authors attribute to the low quality of the Q estimate. "
1684,1," While the motivation of the paper makes sense, the model is not properly justified, and I learned very little after reading the paper."
1685,1," If not, then C is not proportional the identity matrix, as claimed in section 5.3."
1686,1," For more complex tasks (even over just text), it is necessary to show that you outperform RN w/o considering all objects in a pairwise fashion."
1687,1,"  the second part was not clear to me, and the last part does not seem very useful."
1688,2,(although I admit that here is a possibility they might turn out to be correct in that they are guessing right)
1689,2,What were you thinking?
1690,1,"  Each teacher model is trained on a portion of strongly-labelled data, and will only predict similar weakly-labelled data."
1691,1, Extensive experiments are performed to demonstrate the effectiveness of the proposed methods. 
1692,1,\n\n\n - The paper proposes a (I believe) novel method to obtain visual explanations.
1693,2,This paper is very weak
1694,1," For example, you could imagine that in a morphologically rich language, this method would work well to learn the representation of certain morphemes such as case endings or verbal conjugation."""
1695,2,They arbitrarily rule out models with interactions but without corresponding main effects. Etc.
1696,2,Its complicated to understand what the objective of the study even is
1697,2,"While I wont advocate strongly for its publication, I also would not object to its publication in the journal"
1698,1," While the authors list 7 contributions, the current version of the text is a challenge to read and makes it challenging to distill an overarching theme or narrative to these contributions."
1699,1," Also, do the simulated speedup results in the appendix account for potentially stopping a new best configuration, or do they simply count how much computational time is saved, without looking at performance? The latter would of course be extremely misleading and should be fixed."
1700,1,\n- Intensive experiments to validate the performance.
1701,1," \n\nThe studied problem in this paper seems to be interesting, and with potential application in real settings like mobile phone-based learning."
1702,1, The JMVAE seems to generate more diverse (better coverage) results which are not consistent with the claims in the related work.
1703,1," But, it is still interesting to see that the ego-centric neural memory works well on challenging tasks in a 3D environment."
1704,1,"\n\nNegatives: \n- Multi-class classification problem is one incarnation of Multi-Task Learning, there are other problems where the tasks are different (classification and localization) or auxiliary (depth detection for navigation)."
1705,2,This paper is baffling
1706,2,"Publishing a weak paper can be a bit like kissing someone through a screen door - it might feel good for a moment, but what does it actually accomplish?"
1707,2,The paper raises the suspicion that the author has not been trained as a historian
1708,2,At least I say it to your face and sign my name
1709,2,"Concerning the discussion, again the merits of the work are downplayed to a point that its almost..."
1710,1," If these are the generated images, then some reconstruction is done by the network, fine, but also not unsurprising as the network was told to do so by the used objective function."
1711,1, Low-Rank Doubly Stochastic Matrix Decomposition for Cluster Analysis.
1712,2,Intermediary steps and the apologetics for [topic x] derived from an ahistorical cult and its author.
1713,2,"Limited scholarship, flawed design, and faulty logic engender no enthusiasm whatsoever"
1714,1," The reconstruction of unseen images is claimed central but as far as I could see, Figures 2, 3, and 4 are not even referred to in the text, nor is there any objective measure discussed."
1715,1,"\n\n[4] A Maas, Z Xie, D Jurafsky, A Ng, Lexicon-Free Conversational Speech Recognition with Neural Networks, 2015"
1716,2,"I cannot imagine any physician or scientist who has a job, who will have the time to read this paper."
1717,2,"Overall, I dont quite get what the authors think theyve accomplished."
1718,2,"The accompanying simulation movie is neither interesting, nor particularly beautiful."
1719,2,"Thats not possible to do without mind-reading, and theres nothing in the Method section about mind-reading methods"
1720,2,"Since the paper is mathematically empty &amp; provides no new ideas or findings, I see no reason to publish it"
1721,2,"The title of the paper indicates that the study was an RCT, but was it?"
1722,2,"The research claims these phenomena are understudied, as though there is some amount of study they should endure."
1723,1," Figure 4 could have answered this question, however it is not clear from the paper whether the CP-ALS procedure was followed by fine-tuning or not."
1724,1,\n\nMinor points: Fig.1 conveys not that much information.
1725,2,So many electrons worked so very very hard on this paper
1726,1, Were these values different?
1727,1,\n\nCons:\nLacking in theoretical analysis or significant experimental results.
1728,1,"""The authors offer a novel version of the random feature map approach to approximately solving large-scale kernel problems: each feature map evaluates the \""fourier feature\"" corresponding to the kernel at a set of randomly sampled quadrature points."
1729,1, It would be good to possibly add another \nencoder network to see if encoding the examples as well help improve the accuracy.
1730,2,"Most part of methodology is useless, most of paragraphs are inrelevant to the main topics"
1731,1,"""Make SVM great again with Siamese kernel for few-shot learning "
1732,1,. How does the greedy step affect training and decoding?
1733,2,"There is no novelty in the work, the approach or the results and the implications in this context are quite possibly irrelevant."
1734,1,\n\n- Have you tried to multiply the isotropic normal noise with the learned singular values and generate images from  this new prior  and compute inceptions scores etc?
1735,1,"\n\nAll of which is true as far as it goes, but I think it\u2019s a bit of a distraction."
1736,2,The map on the article is entirely unscientific. The data itself is also very dubious.
1737,1,\n\nPros:\n(+) The paper is well written and the method is well explained
1738,1,"\n\nThe main technical difference of the present work compared from the  main prior work (Vendrov, 2015) is that in addition to mean vector representation they use here also a variance component."
1739,2,"The authors are permitted to believe what they want to, but the data did not support important implications."
1740,2,"The paper is badly written, and poorly organized. In its current form, the paper cannot be accepted. The paper is poorly written or poorly thought-out. I think the paper is poorly written and most of its statements are wrongly and poorly motivated."
1741,1,\n\npros:\n(1) The idea is introduced clearly and rather straightforward.
1742,2,Someone has been foraging in theory and has managed to learn how to mangle simple concepts and hide them behind pretentious empty prose
1743,1," Moreover, I would be very curious about ways to better integrate causality and generative models, that don\u2019t focus only on the label space."
1744,2,"I would suggest activating the spellchecker on Word, or keeping the cat from walking on your keyboard"
1745,2,"Cite newer, relevant references, especially those published by X 2012, and X 2008. Best wishes, Dr. X, Associate Editor"
1746,2,The scientific contribution of this paper - if there is any at all - is at best hopelessly insignificant.
1747,1,"\n\nThroughout, the authors write out equations as if the weights in all layers are equal, but this is confusing even if the authors say that this is what they are doing, since their explanation is not very clear."
1748,1, Also some at least quantifiable (if not benchmarked) outcomes should have been presented given the rather strong claims/conclusions in abstract and discussion/conclusion sections.
1749,1, The behaviors of linear networks and practical (deep and nonlinear) networks are very different.
1750,1, \n\nThe experiments are complete and the writing is good.
1751,2,My first concern is that I dont get it. - (via shitmyreviewerssay
1752,2,"The Gettysburg Address was only 272 words, and was one of the most powerful speeches in history. This paper, on the other hand, is over 8,000 words and says absolutely nothing at all."
1753,1, This latter technique is similar to randomized coordinate descent.
1754,2,"The research adds meaningful to the literature, how?"
1755,1,"\nOther comments and remarks:\nThe meaning of the following sentence is not clear, it probably should be rephrased: \u201cWe observed that if the network is trained in the restored dense form, the training result can be more stable because of its smoother convex."
1756,1," \n\nThe paper is written clearly and the English is fine."""
1757,1, But I can not at all give a good evaluation given the current experimental results (unless substantial new evidence which make me evaluate these results differently is provided in a discussion).
1758,1,\n- Figure 4 is impossible to read in print.
1759,2,So in summary: the paper is oblique to the entire current literature and it fails to relate to relevant investigations
1760,2,It is clear that the author has read way too much and understood way too little.
1761,2,This sort of presentation issue continued through the first few sections (after which I was reading with decreasing attention
1762,2,Was this an undergraduate class assignment?
1763,1," \n\nThis paper has a lot of content, but not all of it appears to be relevant to the authors\u2019 central points."
1764,2,Is this a joke?
1765,2,The english languish should be improved
1766,2,"Looking at the general poor quality of the paper, Im surprised by the list of the co-authors"
1767,2,It was agonizing for this reviewer to read a total of nine pages describing the overall methods.
1768,2,"Is Tartarstan a magical land where they make the worlds tartar sauce? If not, I can only assume the author is referring to Tatarstan"
1769,1, \n- I did not see Table 1 referenced in the text.
1770,2,"I'm not inclined to suggest acceptance because I haven't enough elements to do so.

Significance: 7/10
Soundness: 8/10
Presentation: 9/1"
1771,1, but perhaps a bit preliminary.
1772,1," \n\nOverall, I feel the paper is not up to mark and suggest the authors devote using these insights in a more actionable setting."
1773,2,This paper goes to significant amounts of trouble to accomplish something that is already well established but in a less elegant manner
1774,2,Asterisk rather than Asterix
1775,2,This paper has the same relevance as a paper in astronomy which places the earth as the centre of the universe
1776,1," A more complete reference is \""handbook of weighted automata\"" by Droste."
1777,2,rampant and unsupported speculation
1778,1," \n\nThe contribution in terms of the theory of using random features to perform kernel ridge regression is novel, and interesting."
1779,1,"""This is a well written paper on a compelling topic: how to train \""an automated teacher\"" to use intuitive strategies  that would also apply to humans."
1780,2,The paper is presented as a rather undigestible and tortuous collection of disparate results
1781,2,he authors report results from pages 16-26. This section reflects what I would brutally call 'death by figures
1782,2,The rest of this review operates from the assumption that this paper is a sincere attempt at scientific evidence and argument.
1783,2,This was one of the least interesting papers that I have read in quite some time.
1784,1,  Cons:   A very natural and simple solution that is fairly obvious.
1785,2,Future work: The authors personal research agenda is irrelevant here.
1786,1," In  section 3, the shifted version, \\delta, is abruptly proposed only based on \""results presented in 4.1\"" could improve learning."
1787,1, \n\nPros:\n+ The results are very pleasing visually.
1788,2,"First, unless my statistics is failing me, a less than 1.0 SD is not significant."
1789,2,"If the paper is accepted, I strongly recommend an English prof-reading."
1790,2,Simply conducting the same analyses in a different data set does not equate novelty or impact to the...
1791,1,"\n(b) they achieve this by clever use of character LSTM encoder / decoder that sandwiches a bidirectional LSTM which captures context,"
1792,1," Based on the review taxonomy, the authors presents a mixed objective which aims for bretter clustering performance."
1793,2,"Ugh. Read a book. This is grossly oversimplified, and not an appropriate statement for a scientific..."
1794,1, Experiments on German/English and Chinese/English show gains over other reinforcement learning methods.
1795,1," And it is concluded in the final three sentences of the paper that the presented network \""can infer effective latent representations for images of other objects\"" (i.e., of objects that have not been used for training); and further, that \""in this regards, the network is better than most existing algorithms [...]\""."
1796,1,\n\n*Clarity*\nThe paper is in general well written and easy to understand.
1797,2,N/A. (Full review text)
1798,2,editor] I will make a final determination without ... review (which will assuredly be positive unless you go all Trump on someone).
1799,2,"Other papers are cited that were clearly not read carefully, resulting in some memorable howlers."
1800,1, The authors show that UA results in gains on several of the games.
1801,2,"Although no ground-shaking breakthroughs are made, it is worthy of publication"
1802,1, Another point on terminology that is important to emphasize - the method for training the crossover network by direct supervised learning from expert trajectories is technically not imitation learning but behavioral cloning.
1803,1,"\n\nSo, the paper is relevant and well presented."
1804,1,\n2. It provides useful insights of model behaviors which are attractive to a large group of people in the community.
1805,2,"I read it again, this time squashed between two large people on the delayed flight home, and still enjoyed reading it"
1806,2,The regression analysis is rubbish. Let's see what happens when you do this properly.
1807,1," It is not surprising that algorithms that take this into account do better, as your examples and experiments illustrate."
1808,1, The model is trained on an empirical distribution whose points are sampled from the true distribution.
1809,1,\n\nIt is a bit disappointing that authors seem to consider only deterministic models which clearly have very limited applicability.
1810,1, \nThe authors use deep Q learning from Mnih et al 2015 to learn their optimal policy.
1811,2,"There may be a good paper crying to be let out of this manuscript but if so, it is hard to know."
1812,1,"\n\nFirst of all, the paper is very well written and structured."
1813,2,"It is not clear what percentage of the eligible people are not applying due to being lazy, inertia, or principles, which makes it hard to gauge the size of the potential market. [The people that the reviewer is referring to are immigrants"
1814,1, \n\nReview summary:\n\nI think this paper is interesting.
1815,1, The idea is interesting and novel that PACT has not been applied to compressing networks in the past.
1816,2,This paper is fluently written and meticulously researched. I do not recommend it for publication.
1817,2,"The so-called XX test is incompetent, irrelevant, immaterial and without any foundation whatsoever in the established literature"
1818,1,"\n\nThe motivation is along the lines of functional PCA: if the vector x was obtained by discretization of some function \\x, then one encounters the curse of dimensionality as one obtains finer and finer discretization."
1819,1,"\n\n- Page 7 proposition 6 seems like an immediate consequence of Theorem 1 however given the combinatorial nature of the K_{I,J} it is not clear why this theorem is useful."
1820,2,I have received one highly negative review and wondered whether it could be overcome by other reviews. I conclude that the answer is no
1821,1, While the exposition of the paper can be improved in my view this is a neat and concise result and merits publication in ICLR.
1822,1," In Paragraph \u201cMaximum Likelihood\u201d, page 2, the formalization of the studied problem is unclear."
1823,2,"If the author is comfortable having his/her name on this paper, then I won't stand in the way of its publication"
1824,2,This code sample cannot be adequately described without the use of strong language.
1825,1,"\n-\tAlthough the lexicons for valence, arousal, and dominance provide different information, their combination did not perform best."
1826,1,\n- Distilling may hurt performance ( Figure 2.d)
1827,1,"\n\nThere is addition experimental data reported which I didn't find very conclusive nor relevant to the analysis, particularly the attention heat map and the effect of apples and texture."
1828,1, This opens nice perpectives for better and faster inference.
1829,2,The supportive tone of this review… took some effort.
1830,1,g \n-\tThe method enables creation of adversarial examples for block box classifiers
1831,1,"""[ =========================== REVISION ===============================================================]\nI am satisfied with the answers to my questions. "
1832,1," However, differentiating TreeQN also amounts to back-propagating through a \""single\"" trajectory in the tree that gives the maximum Q-value. "
1833,1,"\n\nThe paper concludes with \""Overall the complex-valued neural networks do not perform as well as expected"
1834,2,There are many stylistics phrases to tidy which you can find yourself
1835,2,I am sympathetic to what the author is trying to do here - Reviewer 
1836,2,"Sorry for our long silence, due to some perplexity on our side at reading your manuscript."
1837,2,[H] did a few sloppy experiments and attached his name to the great pioneering work by [P]. He should not be mentioned.
1838,1,"  In term of impact, this is a theoretical paper looking at optimizing a sandbox problem where the results may be one day applicable to the real autonomous driving case."
1839,1,"\n\nI liked Section 3, however while it is true that all methods differ in the way they\ndo the filtering, they also differ in the way the input graph is represented\n(use of the adjacency or not)."
1840,2,I also do not feel that the lead PI is qualified to undertake this work…she needs to be academically successful first.
1841,2,"This paper was authored by a keen blogger and his colleagues. The paper perhaps reflects this informal approach, to its detriment"
1842,1, The authors argue that the success of these simple approaches on these tasks suggest that more changing problems need to be used to assess new RL algorithms.
1843,2,…defining general populations for studies might help the reader and help the authors avoid their meaningless generalities.
1844,2,Have you no command of the English language?
1845,1,"  \n\nAnd note that the authors show that the proposed algorithm performs comparably to SGD, but not significantly better."
1846,2,What do the authors mean by one standard error?
1847,1," This seems rather limiting, can you comment on that?"
1848,2,Several books that are cited but there is no evidence that they have ever been studied and...
1849,1, but that the tools advocated are really rudimentary compared with what has been already proposed elsewhere.
1850,1, It also introduced a mixed objective with self-critical policy learning to encourage predictions with high word overlap with the gold answer span.
1851,1," Somewhat unsatisfying, longer-term prediction results into weaker game play."
1852,1," What is less trivial is estimating (4) for various activations, and that seems to the major methodological contribution."
1853,2,Was the white noise random?
1854,2,I have reviewed many manuscripts in my career and I have never seen so many repeated mistakes of this...
1855,2,"It is difficult to imagine any paper overtaking this one for lack of imagination, logic, or data—it is beyond redemption"
1856,2,"Overall, the superheated sense of justification and self-advertising on display here are simply..."
1857,2,I dont believe in simulations
1858,1," \""On the state of the art of evaluation in neural language models."
1859,1," It seems the novelty here is mainly the empirical exploration (will return to this later), and numerical integration for various activation functions."
1860,1," \n\nNotice the following suspiciously similar paragraphs from the two papers:\n\nFrom \""MAINTAINING COOPERATION IN COMPLEX SOCIAL DILEMMAS USING DEEP REINFORCEMENT LEARNING\"":\nWe also look at an environment where strategies must be learned from raw pixels. "
1861,1, This gives an image that is similar to the original but with features that caused the classification of the disease removed.
1862,1, \n- writing of the paper
1863,2,"This article describes [XY], a research project investigating methods for game design. The paper is poorly written [full review"
1864,1,"  The proposed workflow consists of the novel two-pass decomposition of a group of layers, and the fine-tuning of the remaining network."
1865,1,\n2.) Model generalization to data-sequences longer than the training set.
1866,2,"It is not clear how the of data presented in Figures 1, 2, 4, 5, 6, 7, 8, S1, and S2 was quantified and analyzed"
1867,2,Line 306. The sentence follows a bit of a Yoda-esque grammar
1868,2,This article reads like the work of a reasonably competent undergraduate.
1869,2,Do we really need concepts and theories to discuss inequalities among young adults?
1870,2,"Not a well prepared application, full of mistakes &amp; lacking some necessary preliminary data. Not at all fundable."
1871,2,"Nothing changes in our collective research programs as a result of this work. Still, the work needs to appear somewhere in the literature"
1872,2,"As I understand it, you already have good evidence (youve said as much on Facebook). There's no reason to leave this as an open question."
1873,1,  Experiments include both artificial data and real data.
1874,1,\n\n- The computation time for the linear model shown in Table 3 is quite surprising (~20 minutes for linear regression of 5k observations).
1875,1," If no, I don't see how those curves compare."
1876,2,All these data are given in the author's Ph.D thesis. Does this material need to be published?
1877,1,\n- the datasets are not described properly.
1878,2,"However, the applicant seems to have run out of steam before he developed a detailed plan and completed the proposal. This is unfortunate"
1879,2,I now turn to my best guess about what the authors might be doing.
1880,2,"The quality of the data need to improve substantially. The data shown are not compelling, lack clarity, and do not support the conclusions."
1881,2,The proposal is poorly written and unfocused with only brief moments of meritorious thinking
1882,1,\n\nThe toy examples are kind of interesting but it would be more compelling if the dimensionality reduction aspect extended to real datasets.
1883,2,I found the use of the evolutionary theory problematic. This is a highly contested theory and the authors do not attend to the major flaws
1884,1," \n\nDespite mentioning matrix completion in the introduction and comparing to work of Ge et. al., the paper does not seem to have strong implications for matrix completion."
1885,2,"You will see that Reviewer 2 has slightly missed the point, so please dont pay too much attention to their comments in your revision. -E"
1886,2,"This is a nicely done paper but the sample is small, the measures uninformative and the findings have only very weak relevance to policy."
1887,1, the examples of knowledge storage from bAbI in the supplementary material are also underwhelming as the model essentially just has to learn to ignore stopwords since the sentences are so simple.
1888,1,"\n\n-dealing with partial observability (work on decentralized POMDPs by Peshkin et al, 2000, Bernstein, Amato, etc.)"
1889,1," \n\nWhile the proposed penalty is described as a novel contribution, there are multiple instances of previous work which use the same type of penalty (Cheung et. al. 2014, Cogswell et. al. 2016)"
1890,1, \n\nArchitecture\n- MFSC are log Filterbanks ...
1891,2,It reads as if the author were giving a lecture and wandered off point to tell an interesting story.
1892,1, It combines several insights into a nice narrative about infinite Bayesian deep networks.
1893,2,"Your content is stellar and your writing is excellent. However, consider hiring an editor for subsequent revisions - The entire revie"
1894,2,Your discipline doesnt exist
1895,2,…this is a antique approach to a modern problem
1896,2,"Who are and where did they come from? That is, why was this obsucre and arbitrary method chosen?"
1897,1, \n\nThe paper is grounded on a solid theoretical motivation and the analysis is sound and quite interesting.
1898,2,The paper does have some moderately interesting results. But...nothing took me by surprise or wonder
1899,1," There are technical issues with what is presented, with some seemingly factual errors."
1900,1, The MNIST explanations help a lot.
1901,2,"In the interest of being helpful, my suggestion is that the authors go back and review what is involved in the scientific method"
1902,2,This made the paper very long and may bore the reader
1903,2,I find myself disagreeing with most of this papers conclusions
1904,1, \n- It looks like it is not finished.
1905,1," I therefore recommend not to accept this paper in its current form."""
1906,1, Are the differences between SQDML/RAML and ML significant?
1907,1,"\n\n- one would expect more information to strictly improve performance,\n  but the results are a bit mixed (perhaps due to convergence to local optima and both actor and critic being learned at same time, \n  or the Gaussian assumptions, etc.)."
1908,2,This is a antique approach to a modern characterizationproblem
1909,2,"This is a misleading paper, badly executed and negligently written"
1910,2,I dont understand thermodynamics.
1911,1, This only means that more understanding is needed as to how TR can be combined with SGD.
1912,2,I have rarely read a more blown-up and annoying paper in the last couple of years than this hot-air balloon manuscript
1913,2,"A good deal of effort has been expended here, but to what end? - Reviewer "
1914,2,I am not convinced if any clear real value of this research.
1915,2,"[REDACTED]'s talks are popular, but then so are Ke$ha concerts."
1916,2,"Please respond to the Reviewer 2's comments, who suggested Rejection of the paper'. Reviewer 2 Comments to the authors: 'None."
1917,1," While the idea makes sense,"
1918,1," In particular, they aim at generating a complete set that fully specifies the behavior of the oracle."
1919,1,  This algorithm can be useful because correct annotation of enough cases to train a deep model in many domains is not affordable.
1920,1,"\n\nOverall, I would argue that this paper is a clear accept."""
1921,1," but I doubt if a pragmatic ReLU network user will learn anything by reading this paper."""
1922,1," If that claim to originality is not contested, and the authors provide additional assurances to confirm the correctness of the implementations used for baseline models, this article fills an important gap in open-domain dialogue research and suggests a fruitful future for structured prediction in deep learning-based dialogue systems."
1923,1,.\n* The description of the 2-D histogram on p.4 is not clear.
1924,1,  Reasonable baselines.
1925,1,"\n\n[1] Juan, C., Sutton, R. S., & Ram, A. Experiments with Reinforcement Learning in Problems with Continuous State and Action Spaces.\n\n[2] Henderson, P., Islam, R., Bachman, P., Pineau, J., Precup, D., & Meger, D. (2017). Deep reinforcement learning that matters. arXiv preprint arXiv:1709.06560.\n\n[3] Nair, A., McGrew, B., Andrychowicz, M., Zaremba, W., & Abbeel, P. (2017). Overcoming exploration in reinforcement learning with demonstrations. arXiv preprint arXiv:1709.10089."""
1926,2,"Generally, some extra clarification might be nice to improve clarity…"
1927,2,SURELY THE AUTHORS CAN COME UP WITH A BETTER REFERENCE THAN WIKIPEDIA TO SUPPORT THEIR POINT HERE!
1928,2,"This is a disaster. I could continue, but you see my point."
1929,2,This abstract is based on using intelligent transportation systems (whatever that is). This aim is not fulfilled by the paper
1930,1, Is q(t|x) in Fig 1 a typo?
1931,2,The manuscript presents the resits [sic] of a meta-analysis which seems to be based on very abundant but very poor primary data
1932,2,This paper is about combining inflexible specifications in a flexible way.
1933,2,The paper is an old fashioned one
1934,2,I am sorry if I am missing something obvious here but this is not my area of work.
1935,2,"The authors use a log transformation, which is statistical machination, intended to deceive"
1936,1,"\nUnlike the most common form of imitation learning or behavioral cloning, the authors \nformulate their solution in the case where the expert\u2019s state trajectory is observable, \nbut the expert\u2019s actions are not."
1937,2,At first I thought this was a practical joke h/
1938,1,"\n\nSection 3 describes the experiment settings, the results, and discusses the learned representations and the possible implications of using either the deep architectures or the \u201cbaseline\u201d Random Forest classifier."
1939,1," Different from other existing RC datasets, the authors claim that this new dataset requires background and common-sense knowledge,  and across sentences reasoning in order to answer the questions correctly."
1940,2,This ridiculous comment that a powerful computer algebra systems was required on page 6 is absurd.
1941,1," For one example, we\u2019re told that \u201cPreposition selection [is] a major area of study in both syntactic and semantic computational linguistics\u201d, but at best it\u2019s quite a specialized niche."
1942,1," As n domains are supposed to be given in advance before the n+1 domain (target domain) comes, one can use multi-domain learning approaches with ensemble learning techniques to learn word embedding for the target domain."
1943,2,"This paper must be rejected, because the work it describes is clearly impossible."
1944,2,The abstract is ok in the context of a weak manuscript
1945,1," \n\nWhile the authors do attempt to accomplish a lot in these nearly 16 pages of text, the authors' main points and overall narrative gets lost due to the writing that is a bit jumbled at times and that relies heavily on the supplement."
1946,2,It reads more like a diagnosis confirmed by a set of examples
1947,1,\n- A new structure for weight matrices that provides good performance while reducing matrix storage requirements and speeding up forward and backward passes.
1948,2,This reads more like a shopping list than an academic paper.
1949,2,I want to vomit; I cant believe this paper was submitted.
1950,1,"\n\n=-=-=-= Response to the authors\n\nDuring the initial reviewing period, I was unable to distill the significance of the authors\u2019 contributions from the current literature in large part due to the nature of the writing style."
1951,2,I am very enthusiastic about the topic of the article and the applied research design to answer the research questions.
1952,1, What would happen if shapes different than random squared patterns were used at test time?
1953,1, \n\nOne challenge in assessing the experimental claims is that practical neural networks are nonsmooth; the quadratic model developed from the hessian is only valid very locally.
1954,1," (with mistakes in an equation), however, it does not contribute much in terms of novelty or new ideas."
1955,1," Also, I see the advantage of referring only to the \""good\"" quantiles when needed."
1956,1," \nMissing citation: \""Training Deep Neural Networks on Noisy Labels with Bootstrapping\"", Reed et al.\n"""
1957,2,Black-box modeling exercise using a hodge-podge of data tied together with a poorly-defined model
1958,2,So much trash belonging to the worst school of Bedlam literature — since Mr. Melville seems not so much unable to learn as disdainful of learning the craft of an artist. [original review of Moby Dick
1959,2,"Not all that compelling an idea to me, regardless of whether it is true"
1960,1,  \n\nBoth extensions are reasonable to me.
1961,1,"As a last minor comment, the authors should specify explicitly what the shaded areas are in Fig. 4b,c."""
1962,1, These patterns often appear in biological datasets. 
1963,2,Jargon-riddled assertions are made as though the meagre data substantiate the claims.
1964,2,"Adequate, if not particularly appealing."
1965,2,"In a nutshell, please cut out all the hype, show some integrity, and write a balanced paper."
1966,1," That connection might be worth discussing because removing the regularizing (i.e., metabolic cost) constraint from your RNNS makes them learn representations that differ from the ones seen in EC."
1967,1," However, the method is not properly motivated."
1968,2,"The text is overly expansive, desultory, and often diaphanous, so that the raison d'être of an overarching theoretical structure is neither pellucid nor convincing."
1969,2,"Though less enthused about manuscripts novelty, this reviewer does admire the hardworking of your group."
1970,2,"This is a very difficult paper to review, and difficult - even painful - to read"
1971,2,Despite all my efforts I failed to understand what the actual focus of this paper is
1972,2,This literature review is nothing more than a merry dance around the books
1973,1,"""MARS is suggested to combine multiple adversaries with different roles."
1974,1,\nI also could find the details on how figure 1 was produced
1975,1," For example, \""In this case we could apply the inversion, however it is much more convinient [sic] to take the negative of distance."
1976,2,"presumptuous, ignorant and downright dangerous"
1977,2,"Sorry for our long silence, due to some perplexity on our side at reading your manuscript."
1978,2,"First, the paper is for a large part incomprehensible"
1979,2,"Did all 5 authors say,Yes, this is a piece of work I am proud to have my name on? - Twitter"
1980,1,  Can this be formalized?
1981,2,I basically stumbled across every second sentence
1982,2,I think the audience will eat him alive. But I want to be there to hear it.
1983,1, This is obviously not enough.
1984,1," How is the accuracy measured, e.g. with respect to the number of objects mentioned in the sentence, the accuracy of the attribute values, the deviation from the ground truth sentence (if so, what is the evaluation metric)? "
1985,2,Data is presented as though it were reliable observation when it could equally well be described as unwarranted slander
1986,1, The paper would be much improved if it was generally toned down.
1987,1," Many of the results used require smoothness of the second derivative (e.g., the implicit function theorem) but these are nowhere stated."
1988,2,This is not a paper. This is part of … something. It cannot be reviewed and should be rejected right...
1989,1, but well below current best single models of around 76-78 F1.
1990,2,The reviewer's comments read 'fuck you'  (handwritten on a strip of paper scotch-taped to the editors letter
1991,1, but not precisely described.
1992,1,\n\nWhat concerns me is the extension to multiple layers.
1993,2,"I believe that there are important questions in this area, questions that have intellectual merit, but the PI has not found any…"
1994,2,This manuscript is only theoretical in the sense that the methods are proposed but not adequately tested
1995,2,They present an irresponsibly unbalanced literature review of the issues at hand and design an experiment that is ill suited to address the stated aims of the paper' 1/
1996,1, This should be supported by some quantitative results.
1997,2,"I nearly said reject, but then I recalled that I have a hangover and am feeling grumpy"
1998,2,"My disappointment when finding flawed analyses, conclusions, and terminology [..] was therefore substantial"
1999,1,\n\nClarity:\nThe paper is generally well-written and easy to read.
