,Description,Class Index
1203,\n\nIt's not clear if the paper is relevant to the ICLR audience due to its emphasize on low-level optimization which has little insight in learning representations.,1
1204,"\n\n3. In section 3.1, when presenting random variables (U_1, ..., U_d), I find the word \""Bernourlli\"" a bit misleading because typically people would expect U_i to take values from {0, 1} whereas here you assume {-1, +1}.",1
1205," The proposed algorithm is essentially an ensemble algorithm, there exist several works on deep model ensemble (e.g., Boosted convolutional neural networks, and Snapshot Ensemble) should be compared against.",1
1206,"\n\n5.  The experiments on adversarial robustness and face verification seems more interesting to me,",1
1207,My first concern is that I dont get it. - (via shitmyreviewerssay,2
1208,This was one of the least interesting papers that I have read in quite some time.,2
1209," This seems rather limiting, can you comment on that?",1
1210, but not huge.,1
1211," \nNo new method is being proposed, only existing methods are applied directly to the task.",1
1212,The presentation of the paper is difficult to follow for a hard scientist and it sometimes reads as if it were machine generated,2
1213," The answers to the critiques referenced in the \n paper are convincing, though I must admit that I don't know how crucial it is to answer these critics, since it is difficult to assess wether they reached or will reach a large audience.",1
1214,"  For instance, there is no discussion at all of LSTMs and their application to text classificatio (e.g., Tang et al., EMNLP 2015) -- although it is noted that the authors do compare against D-LSTM,  or char-level CNNs for the same (see Zhang et al., NIPs 2015). Other relevant work not discussed includes Iyyer et al. (ACL 2015). In their respective ways, these papers address some of the same issues the authors consider here.",1
1215," If these are the generated images, then some reconstruction is done by the network, fine, but also not unsurprising as the network was told to do so by the used objective function.",1
1216,This looks like a very early draft,2
1217, But I can not at all give a good evaluation given the current experimental results (unless substantial new evidence which make me evaluate these results differently is provided in a discussion).,1
1218,"  In European Conference on Computer Vision, pp. 297\u2013312, 2014a.",1
1219,".\n\nThe experimental part is satisfactory, and seems to be done in a decent manner.",1
1220,This was one of the least interesting papers that I have read in quite some time.,2
1221,\n\nSection 2 motivates the suggested linear scaling using previous SGD analysis\nfrom Smith and Le (2017).,1
1222,". I therefore recommend that the paper be accepted.\n\n""",1
1223,"\n\nIn summary, this is an innovative paper that treats the subject with rigorous mathematical formalism and is successful in the empirical evaluation.",1
1224,"Bad, very bad.",2
1225,STRENGTHS: none.,2
1226,The scientific contribution of this paper - if there is any at all - is at best hopelessly insignificant.,2
1227,\n\nThe idea seems promising,1
1228," Numerical results on benchmark datasets show some improvement of the proposed loss over softmax loss and center loss (Wen et al., 2016), when applied to distance-based classifiers such as k-NN and k-means.",1
1229,This is a perfect example of the worst kind of research in social psychology,2
1230,"""In recent years there have been many notable successes in deep reinforcement learning.",1
1231," It should be noted that all three reviewers pointed out the length of the paper as a weakness of the paper, and that in the most recent draft, the authors made the main text of the paper longer.",1
1232,"\n\nThe motivation is along the lines of functional PCA: if the vector x was obtained by discretization of some function \\x, then one encounters the curse of dimensionality as one obtains finer and finer discretization.",1
1233,"""This paper presents an analysis of LSTMS showing that they have a from where the memory cell contents at each step is a weighted combination of the \u201ccontent update\u201d values computed at each time step.",1
1234,I am personally offended that the authors believed that this study had a reasonable chance of being accepted to a serious scientific journal.,2
1235,The investigator is in the top 50% of his field,2
1236," (with mistakes in an equation), however, it does not contribute much in terms of novelty or new ideas.",1
1237, The other main new and potentially useful idea is a new idea for handling OOVs in this context where they are represented by positional placeholder variables. This also seems helpful.,1
1238,It is safe to say that the authors want to see their paper published more than I really want to...,2
1239,(on a computer simulation paper) Did you use software?,2
1240,The concluding 'takes a village' sentence is also a bit unoriginal.,2
1241,SURELY THE AUTHORS CAN COME UP WITH A BETTER REFERENCE THAN WIKIPEDIA TO SUPPORT THEIR POINT HERE!,2
1242, It is then claimed that the generated images show that the network has learned good latent representations.,1
1243,"The enormous and overwhelming -not to say pathetic- admiration, even adoration of the author for her subject is barely acceptable",2
1244,This paper is an experiment to try and determine how badly a research paper can be but still be accepted,2
1245,\n\nEvaluation: \nSignificance: The question whether GANs learn the target distribution is important and any  significant contribution to this discussion is of value.,1
1246, Similar experiments should be conducted on switchboard and wsj because librespeech is several times larger than switchboard and wsj.,1
1247," What is missing from this picture is when a blind walk cannot reach such a state, e.g. when a narrow corridor is present in the environment.",1
1248,"The fact that the question of this paper has never been asked should, on balance, count against the paper.",2
1249,Data is presented as though it were reliable observation when it could equally well be described as unwarranted slander,2
1250," Here it would be good to be more specific about the domain, however, as approximating the low order terms certainly does not guarantee a global uniform approximation.",1
1251,The candidate has not demonstrated to me the required knowledge in any of the starred areas,2
1252,I feel the results are insufficiently counter-intuitive to warrant publication in [fancy journal],2
1253,There are so many things wrong with this manuscript that I do not know where to begin,2
1254,"This is an interesting manuscript, not because of its results, but because of its complete ignorance of due scientific process",2
1255,"The authors merely used somewhat
bigger guns than previous studies and generated nothing but more smoke.",2
1256,It would be wholly inappropriate to randomize living people to an intervention.,2
1257," However, differentiating TreeQN also amounts to back-propagating through a \""single\"" trajectory in the tree that gives the maximum Q-value. ",1
1258,This work is stuck in the past. The referee would rather talk about the future - some of the senior co-authors were the future once!,2
1259,  It is also never precisely spelled out what the final theoretical guarantee is (preferably the authors would do this in the form of a proposition or theorem).,1
1260,Future work: The authors personal research agenda is irrelevant here.,2
1261,"This paper is definitely not suitable to PNAS, or, for that matter to any other journal.",2
1262," This paper presents an interesting and valuable solution, and as such constitutes a large advance in this nascent area of machine learning.",1
1263,  This is would be worthwhile to appreciate the benefit of the proposed approach.,1
1264, The authors report the highest measured acceleration of VGG16 using low-rank approximation techniques (6.2x vs 5x previously) with a similar accuracy drop (1.2% vs 1.0% previously).,1
1265,"A good deal of effort has been expended here, but to what end? - Reviewer ",2
1266,The only conceivable contribution this paper can make is by providing the academic community with an alternative to counting sheep.,2
1267,Maybe a scientific journal is the wrong outlet for your data,2
1268,"  They are also fairly specific, for example \u201csurprise\u201d is sudden reaction to something unexpected, which is it exactly the same as seeing a flower on your car and expressing \u201cwhat a nice surprise.",1
1269,  VAE is very power latent variable model which also not being compared against.,1
1270,\n\n== Detailed suggestions ==\n\n1) The authors should specify in the abstract and in the introduction that they are analyzing feedforward neural networks *with ReLU activation functions* so that the current context of the result is more transparent.,1
1271,What is this muck?,2
1272,The following paragraph will strike many of your readers as shrill. They will stop reading the article and throw it into the fire,2
1273,\n\nClarity:\nThe paper is generally well-written and easy to read.,1
1274, Does it lead to better stability to choose one or the other?,1
1275,"The odds ratios in Table 2 are like the plains of Kansas: flat, flat flat!",2
1276,"This paper must be rejected, because the work it describes is clearly impossible.",2
1277,is bisexuals referring to the entire sample or those who identify solely as bisexual?,2
1278," However, I\u2019m not sure if I see why this is true: in a binarized neural net, u also changes, since the previous layers are also binarized.",1
1279,"Quite frankly, it seems that the technical language is used more to frighten the reader than facilitate his task",2
1280, It describes the studied real-world problem and clarifies the relevance and challenge involved in solving the problem.,1
1281,g \n-\tThe method enables creation of adversarial examples for block box classifiers,1
1282, The authors show that UA results in gains on several of the games.,1
1283,"\n\nWhile I can definitely imagine that your network architecture is well-designed and a good choice for image classification tasks,",1
1284,"This was a well-written study that upon my first reading appeared flawless. - R1, who recommended to rejec",2
1285,The manuscript embarrassingly fails in addressing the declared aims.,2
1286,It just doesnt make sense.,2
1287," However, given the form of the necessary and sufficient conditions the usefulness of of these results is less clear.",1
1288,"\n\nThe main technical difference of the present work compared from the  main prior work (Vendrov, 2015) is that in addition to mean vector representation they use here also a variance component.",1
1289,Some self citations may be easily taken out without harming the paper -..,2
1290,"There are numerous problems with this paper, starting with the title.",2
1291,"You aimed for the bare minimum, and missed!",2
1292, This is an important and useful problem in robotics and other\napplications.,1
1293,The final section illustrates the papers poverty. We are given the sort of banality that civil servants write for their masters speeches,2
1294,\n\n* Fig 6: What does 'clean gradients' mean?,1
1295," The paper makes a nice contribution to the details of deep neural networks with ReLUs,",1
1296," The exposition of the quadrature method is difficult to follow, and the connection between the quadrature rules and the random feature map is never explicitly stated: e.g. equation 6 says how the kernel function is approximated as an integral, but does not give the feature map that an ML practitioner should use to get that approximate integral.",1
1297," It would be better to show how much \u201celimination\u201d and \u201csubtraction\u201d effect the final performance, besides the effect of subtraction gate.\n\n2)",1
1298,"This piece offers nothing new…is poorly written, analytically weak and repeatedly inaccurate. h/",2
1299,The sum total is frustration with what I can only call cavalier treatment of promising material.,2
1300,"Thats not possible to do without mind-reading, and theres nothing in the Method section about mind-reading methods",2
1301,"""The paper addresses the problem of tensor decomposition which is relevant and interesting.",1
1302,I now have had a chance to look at this paper. I think it is a bit of a joke.,2
1303," But I don't find it justified anywhere why \""leave 99.7% of i, j pairs unpenalized\"" is sth.",1
1304,"though experiments are limited\n""",1
1305, I would suggest rewording title/abstract/intro,1
1306,\n- Trust-PCL (off-policy) significantly outperform TRPO in terms of data efficiency and final performance.,1
1307," The exposition in the paper is also not well-suited for people without a systems background, although I'll admit I'm mostly using myself as a proxy for the average machine learning researcher here.",1
1308,In the experimental part there is a lack of scientific by taking over results from reference literature.,2
1309,This is rubbish!!!,2
1310,Was this an undergraduate class assignment?,2
1311," Furthermore, the authors proposed an interesting idea to augment additional training data by paraphrasing based on off-the-shelf neural machine translation.",1
1312," In practice this second solution is analogous to the first, but a general 'distractor' class\nis added.",1
1313,"""# Summary and Assessment\n\nThe paper addresses an important issue\u2013that of making learning of recurrent networks tractable for sequence lengths well beyond 1\u2019000s of time steps.",1
1314,It also adopts an interesting multicodebook approach for encoding than binary embeddings.,1
1315,"  \n\nCons: \nReferences to \""CaffeNet\""  and \""LeNet\"" (even though the latter is well-known) are missing.",1
1316," \nFor the application of these ideas to spiking neurons including learning please see a recent paper:\nDen\u00e8ve, Sophie, Alireza Alemi, and Ralph Bourdoukan.",1
1317,The proposal is poorly written and unfocused with only brief moments of meritorious thinking,2
1318,I want to vomit; I cant believe this paper was submitted.,2
1319,"Ugh. Read a book. This is grossly oversimplified, and not an appropriate statement for a scientific...",2
1320,Nobody in their right mind would ever suggest such a model,2
1321,"\n\nProx tables (see also the new edition of Bauschke and Combettes' book): P. L. Combettes and J.-C. Pesquet, \""Proximal splitting methods in signal processing,\"" in: Fixed-Point Algorithms for Inverse Problems in Science and Engineering (2011) http://www4.ncsu.edu/~pcombet/prox.pdf",1
1322,I dont see how your approach has potential to shed light on a question that anyone might have.,2
1323,"This article describes [XY], a research project investigating methods for game design. The paper is poorly written [full review",2
1324,\n\nQuality:\nThe proposed approach is well motivated and the experiments show the limits of applicability range of the technique.,1
1325,"Cite newer, relevant references, especially those published by X 2012, and X 2008. Best wishes, Dr. X, Associate Editor.",2
1326, The model is trained on an empirical distribution whose points are sampled from the true distribution.,1
1327," What most impressed me, however, was the literature review.",1
1328,"I am not sure why there is a full section about limitations, this in itself says a lot about the study",2
1329,\n\nI thought the little 2-mode MOG was a nice example of the premise of the model.,1
1330,I am concerned that the author is not getting the advice that she needs in order to produce a publishable paper,2
1331,The findings are not novel and the solution induces despair.,2
1332,\n\n- Have you tried to multiply the isotropic normal noise with the learned singular values and generate images from  this new prior  and compute inceptions scores etc?,1
1333," Given that I don't even\nthink the representation of inputs and outputs is practical in general, I don't see what the \ncontribution is here.",1
1334,"\n\u2013 The claim \u201cthere is no need to use more powerful and complex classifier anymore\u201d is unsubstantiated, as the paper\u2019s approach still entails using a complex classifier (a FFNN) to learn an optimal intermediate representation.",1
1335,"\nPerhaps this will encourage people to dig deeper into some of these issues... I vote accept.\n""",1
1336,This paper is too difficult for a journal on Astrophysical Fluid Dynamics,2
1337," For example, you could imagine that in a morphologically rich language, this method would work well to learn the representation of certain morphemes such as case endings or verbal conjugation.""",1
1338,This paper is written.,2
1339,"Overall, I dont quite get what the authors think theyve accomplished.",2
1340,Reject – More holes than my grandads string vest!,2
1341, There are no comparisons to other possibilities.,1
1342,\n\nPaper Strengths:\n* The proposed coupled ensembles method truly show impressive results in classification benchmark (DenseNet-BC L = 118 k = 35 e = 3).,1
1343,"The paper is definitely exploratory, but probably not of interest to people other than the author.",2
1344,"In the interest of being helpful, my suggestion is that the authors go back and review what is involved in the scientific method",2
1345,My greatest criticism of the paper is the tendency of the authors to make an argument and then immediately contradict themselves,2
1346," However, from Figure 2, we can see that the result is quite sensitive to the temperature \\tau.",1
1347, This paper instead designed a new boosting method which puts large weights on the category with large error in this round.,1
1348," \n\n\nCons - \n* The main narrative is lost in the text, leaving a reader unsure of the authors main points and contributions as they read.",1
1349,The reported mean of 7.7 is misleading because it appears that close to half of your participants are scoring below that mean,2
1350,We note that you may well have completed an interesting study but the manuscript in its current form does not convey that,2
1351,I should be happy I dont have to spend time reviewing this dreadful paper; but I'm depressed at such bad science,2
1352,I basically stumbled across every second sentence,2
1353,  \n2. TR seems to lose generalization more gracefully than SGD when batch size is increased.,1
1354,"  This  somehow allows to non-parametrically infer from the data the \""shape\"" of the activation functions needed for a specific problem.",1
1355,It feels a little bit like someone wanting to run a series of statistics.,2
1356,"While I wont advocate strongly for its publication, I also would not object to its publication in the journal",2
1357,The author should abandon the premise that his work can be considered research,2
1358," \n\n1, the derivation of the update of \\alpha relies on the expectation formulation.",1
1359,\n- Distilling may hurt performance ( Figure 2.d),1
1360,The paper is neither exciting nor harmful.,2
1361,Are the 10 random reps chosen at random?,2
1362,Figure 3: I haven't been this confused since Cardi B's 2019 Met Gala outfit,2
1363,"Likewise, other graph-based networks (which although may require strong supervision) are able to decode quite cheaply.",1
1364,Line 181: on each of the two trees. What does the term two trees refer to?,2
1365,  It would be good to have a more thorough experimental evaluation of the trade-offs of setting K to be higher values.,1
1366," Given the limited substantive changes to the main text, I did not deeply re-read the text of the paper beyond the introduction.""",1
1367, They successfully show that using autoencoder can help to learn a good representation for discriminative domain adaptation tasks.,1
1368,It is clear that the author has read way too much and understood way too little.,2
1369, \n\n- The related work section seems light.,1
1370," While the idea of pivot based common representation learning for language pairs with no parallel data is not new, adding the communication aspect as an additional supervision is novel.",1
1371,\n- Appropriate comparison with existing conditional models: AC-GANs and PPGNs.,1
1372,"Overall, the superheated sense of justification and self-advertising on display here are simply...",2
1373,"\n\nTo sum up, I can not recommend the paper to acceptance,",1
1374,My major concern to accept this work-in-progress paper is that these findings are not super interesting to readers in my opinion.,2
1375,This is a very weak paper trying to bend things to build a relationship that does not exist,2
1376,Add statistical support! - Review of NIH grant with biostatistician as a co-investigator,2
1377,Why do you have so many tables? Did you go to Ikea?,2
1378,\n- The other experiments are lacking important details.,1
1379,"Im sorry, this topic is just not very interesting.",2
1380,"This is like a project notebook. When Michelangelo finished the sistine chapel, did he also try to sell the scaffolding as a work of art?",2
1381, \n- writing of the paper,1
1382,"\n\n[4] A Maas, Z Xie, D Jurafsky, A Ng, Lexicon-Free Conversational Speech Recognition with Neural Networks, 2015",1
1383,I certainly agree [with your point] here but please do not justify it with the selectively chosen and largely incorrect arguments above.,2
1384," For example, I assume GRU is gated recurrent unit, but this isn't stated.",1
1385,"I think this article is carefully argued, but at no moment is it stated that Heidegger was a Nazi.",2
1386, The paper can be understood with no problem.,1
1387,"I therefore cannot recommend this paper for publication.""",1
1388,"""This work explores some approaches in the object detection field of computer vision: (a) a soft attention map based on the activations on convolutional layers, (b) a classification regarding the location of an object in a 3x3 grid over the image, (c) an autoencoder that the authors claim to be aware of the multiple object instances in the image.",1
1389, because (a) an important baseline is missing,1
1390, \n\nClarity:\nThe paper is easy to read.,1
1391,I now turn to my best guess about what the authors might be doing.,2
1392, The MNIST explanations help a lot.,1
1393," And it is concluded in the final three sentences of the paper that the presented network \""can infer effective latent representations for images of other objects\"" (i.e., of objects that have not been used for training); and further, that \""in this regards, the network is better than most existing algorithms [...]\"".",1
1394,"Though the objective of the paper pretends to be ambitious, there are a significant number of problems that limit the study's usefulness.",2
1395,"[REDACTED]'s talks are popular, but then so are Ke$ha concerts.",2
1396,"It appears the authors has generated reports in a hurry, compiled, and presented as an article",2
1397,The author gives the impression of having had some mathematical training.,2
1398," If no, I don't see how those curves compare.",1
1399,The sthanthard of writing is impercable,2
1400,This paper is to science as astrology is to astronomy h/,2
1401,DO NOT have your heroes set the villain on FIRE. Its actually a war crime and…makes the heroes look like major arses.,2
1402,  The same issue is found in Figure 2.,1
1403,"\n\nPros:\n\n-Simple, effective method that appears readily available to be incorporated to any on-policy PG methods without significantly increase in computational time\n\n-Good empirical evaluation",1
1404,\n\nSection 5.1:\n- I don't agree with the authors that the topics in Table 3 are interpretable.,1
1405,This made the paper very long and may bore the reader,2
1406,The findings are not novel and the solution induces despair.,2
1407,"\n\n- Page 7 proposition 6 seems like an immediate consequence of Theorem 1 however given the combinatorial nature of the K_{I,J} it is not clear why this theorem is useful.",1
1408,"The accompanying simulation movie is neither interesting, nor particularly beautiful.",2
1409,"If the author is comfortable having his/her name on this paper, then I won't stand in the way of its publication",2
1410,It reads more like a diagnosis confirmed by a set of examples,2
1411,"\n\nThere are many good ideas and experiments in this paper and I would strongly encourage the authors to resubmit this work to a future conference, making sure to reorganize the paper to adhere to the relevant formatting guidelines.""",1
1412,Does it well describe the new space?,1
1413,"You will see that Reviewer 2 has slightly missed the point, so please dont pay too much attention to their comments in your revision. -E",2
1414," But, it is still interesting to see that the ego-centric neural memory works well on challenging tasks in a 3D environment.",1
1415,I do not want to see the paper again.,2
1416,"I believe that there are important questions in this area, questions that have intellectual merit, but the PI has not found any…",2
1417," but I doubt if a pragmatic ReLU network user will learn anything by reading this paper.""",1
1418,I would refrain from using enumerations in your paper and instead encourage you to think about the deep masculinism that comes with it,2
1419,"""This paper proposes a small modification to the monotonic attention in [1] by adding a soft attention to the segment predicted by the monotonic attention.",1
1420, Many equations were unclear to me for similar reasons to the point I decided to only skim those parts.,1
1421,I recommend the publication even if I am not impressed,2
1422, I suspect it might be speaker identification.,1
1423," Experimentally, it is shown that using sketches as an intermediate abstraction outperforms directly mapping to the program AST.",1
1424,The writing is often arrestingly pedestrian,2
1425," The approach is to learn a policy for task 1, then for each task k+1: copy distilled policy that can perform tasks 1-k, finetune to task k+1, and distill again with the additional task.",1
1426, The clustering by weight (4.1.) is nice and convincing that the model learns something useful.,1
1427,"Once I penetrated the pigeon English, I found very little substance underneath.  (Um reviewer? I think you mean pidgin. Still hurts)",2
1428,This work is only a maths game.,2
1429,This paper goes to significant amounts of trouble to accomplish something that is already well established but in a less elegant manner,2
1430, These patterns often appear in biological datasets. ,1
1431, It may also be interesting to consider class-specific representations that are more general than just the class label.,1
1432,"\n\nThe proposed method is novel and the incorporated ideas are quite interesting (e.g., discriminating real from fake random walks, generating random walks from node embeddings and LSTMs).",1
1433,I can see that the manuscript has archival value,2
1434,I also do not feel that the lead PI is qualified to undertake this work…she needs to be academically successful first.,2
1435,\n\nDespite the rich literature of this recent topic the related work\nsection is rather convincing.,1
1436,"   The idea of extracting policies corresponding to individual automaton states and making them into options seems novel,",1
1437,The problem is epitomized by almost every word choice in the title (vi,2
1438,At least I say it to your face and sign my name,2
1439," Furthermore, the paper is nearly double the recommended page length and has a nearly 30 page supplement.",1
1440," \n - Fig 2: It's weird that only the +dict (left) model learns to connect \""In\"" and \""where\"".",1
1441,Presented paper has 13 pages and 26 adequate references. The paper seems to be very interesting.,2
1442, The paper is well written and the experiments are interesting.,1
1443,I started to review this but could not get much past the abstract.,2
1444,"  Additionally, this approach allows a significant reduction of training time it seems.\n\n""",1
1445,The team is very experienced. It [the paper] felt a bit less self referential than they often are,2
1446,"\n\n-dealing with partial observability (work on decentralized POMDPs by Peshkin et al, 2000, Bernstein, Amato, etc.)",1
1447,\nThe key novel idea is to learn a pairwise similarity function using the examples from the known classes to apply to examples of unknown classes.,1
1448,"The Vygotsky reference is a straight-up drive-by citation, adding nothing except whatever luster he adds to the authors claims.",2
1449,This section gives the impression that you'll throw a handful of darts at a target and see what you happen to hit,2
1450, This gives an image that is similar to the original but with features that caused the classification of the disease removed.,1
1451,\n* The motivation of using feature histograms as embedding is not clear,1
1452, \n\nIf the entire point is to classify mutations versus errors it would make sense to combine their read based calls from multiple reads per mutations (if more than a single read for that mutation is available) - but the authors do not discuss/try that.,1
1453," Agreed that the authors do a more detailed study on simple MNIST classification, but these insights are not transferable to more challenging domains.",1
1454,The writing is often arrestingly pedestrian' :ArrestinglyPedestrian!,2
1455," This seems to work quite well, and I speculate that it is because prepositions often function to indicate grammatical relations between different arguments, rather than being content-bearing words themselves.",1
1456,"  Though a random rotation may improve angle preservation in certain cases (as demonstrated in Figure 4), it may hurt classification performance (e.g., distinguishing between 6 and 9 in MNIST).",1
1457,"My disappointment when finding flawed analyses, conclusions, and terminology [..] was therefore substantial",2
1458,The investigator is in the top 50% of his field,2
1459,"\nThe paper first proposes an approach based on a formulation of deep networks with (non-parameterized, non-gated) skip connections with an equality constraint that effectively removes the skip connections when satisfied.",1
1460," While the motivation of the paper makes sense, the model is not properly justified, and I learned very little after reading the paper.",1
1461,This is from a methods perspective rather unacceptable in these days of voodoo science.,2
1462," Also, I see the advantage of referring only to the \""good\"" quantiles when needed.",1
1463,"The biggest problem with this manuscript, which has nearly sucked the will to live out of me, is the terrible writing style",2
1464,"It would take a great deal of time to sort this out. From what little I can glean from the scientific nature of this submission, addressing the comments listed above will not yield a submission suitable for XXXX",2
1465,I find this a smart-looking house built on a weak and shifty foundation,2
1466,"\n\n2. Practically, even if the authors can perform efficient optimization of weights in individual layers, when there are many layers, the alternating optimization nature of the algorithm can possibly result in overall slower convergence.",1
1467,This submission looks more like an advertising booklet rather than a research paper.,2
1468,"Generally, some extra clarification might be nice to improve clarity…",2
1469,"\n\nAlthough, the observations are interesting, especially the one on MNIST where the network performs well even with correct labels slightly above chance, the overall contributions are incremental.",1
1470,This is a sin of omission!,2
1471,"I am sure that you would find what you expect, but I question its value as research",2
1472,". It would be useful to know whether the number of iterations to achieve a particular performance is equivalent for all the different architectures considered,e.g. does the proposed sparse learning method converge at the same rate as the others?",1
1473,"So, what is the point of this?",2
1474,The authors are amateurs,2
1475,"""The paper proposes an approach to train generators within a GAN framework, in the setting where one has access only to degraded / imperfect measurements of real samples, rather than the samples themselves.",1
1476,..incoherent babble of unsubstantiated overstatement.,2
1477,.\n- You claim to adjust for event imbalance and time interval imbalance but this is not mathematically shown nor documented in the experiments.,1
1478,However the paper has several fundamental flaws that give it little or no value as a thoughtful piece of research,2
1479,"I nearly said reject, but then I recalled that I have a hangover and am feeling grumpy",2
1480, The proposed approach seems to be of interest and to produce interesting results.,1
1481,This is not a paper. This is part of … something. It cannot be reviewed and should be rejected right...,2
1482,This is an interesting paper but it is not relevant,2
1483,"""The paper gives sufficient and necessary conditions for the global optimality of the loss function of deep linear neural networks.",1
1484,The introduction is so confusing and purely written that I gave up.,2
1485," \n\nIn the list at the top of page 5. Note that, the function classes might be characterized in terms of countable properties, such as the number of linear regions as discussed in MPCB, but still they build a continuum of functions.",1
1486," \n\n* It would also be good to cite the following related work, which closely ties into the model of Eslami 2016, and is prior work: \n\nEfficient inference in occlusion-aware generative models of images,\nJonathan Huang, Kevin Murphy.",1
1487,"""This is a highly interesting paper that proposes a set of methods that combine ideas from imitation learning, evolutionary computation and reinforcement learning in a novel way.",1
1488, but I have the following complaints:\n\n(1)  I have the same question as the other reviewer.,1
1489,"The question in the first paragraph is not functional in my opinion, as are the words inner workings",2
1490,An alternative to counting sheep,2
1491," \n\nOverall, I feel the paper is not up to mark and suggest the authors devote using these insights in a more actionable setting.",1
1492, \n* The citation style of Authors (YEAR) at times leads to awkward sentence parsing.,1
1493,"My summary assessment of the paper is as follows:
Introduction: Poor
Background: Poor
Methods: Poor
Results: Poor
Discussion: Poor
Conclusions: Poor 
Overall assessment: Poor
Recommendation: Reject
Further Comments: Why was this submitted to a journal?",2
1494,To improve this you need to be more robust on all fronts etc.,2
1495,A failing course paper written by an undergrad,2
1496,\n- Experiments on three different tasks indicating the potential of the proposed technique.,1
1497, It is not clear to me as how this mechanism guarantees that it will not over-fit or that there will be no catastrophic forgetting.,1
1498," \n\nThe adversarial loss helps significantly only with AMT fooling or realism of images, as expected because GANs produce sharp images rather than distributions, and is not very relevant for robot motion planning.",1
1499,Despite all my efforts I failed to understand what the actual focus of this paper is,2
1500,\n- My only concern about the novelty of the paper is that the idea of using CYK chart-based mechanism is already explored in Le and Zuidema (2015).,1
1501,The results look like a smorgasbord of data,2
1502, Another point on terminology that is important to emphasize - the method for training the crossover network by direct supervised learning from expert trajectories is technically not imitation learning but behavioral cloning.,1
1503,"For example, in section 5.1, notations are presented and defined much later or not at all (g_{jit} and d_{it}).",1
1504,"I disagree with many aspects of this paper, but sometimes it is best to give the authors as much rope as they want.",2
1505,The paper was so boring I fell asleep halfway through,2
1506," This includes, for instance, the number of levels in the hierarchy (L), the number of motifs at each level in the hierarchy (M_l), the number of nodes in each graph at each level in the hierarchy (| G^{(l)} |), as well as the set of primitive operations.",1
1507,"\n\nThis paper presents a nice idea, and I'm sure that with some polish it will become a very nice conference submission.",1
1508, DONT SEE WHATS SO HARD I CLEARLY SAID TURN RUEAT,2
1509,"""The paper was a good contribution to domain adaptation. It provided a new way of looking at the problem by using the cluster assumption.",1
1510,"The authors use a log transformation, which is statistical machination, intended to deceive",2
1511, The paper cites many previous approaches to this but does not compare against any of them.,1
1512,I felt like I was reading a horror movie,2
1513,\n\nPros:\n- Addresses an urgent and timely issue of devising sparse kernels for RNNs on GPUs,1
1514,"\n* In Equation 2, should there be a balancing parameter for the reconstruction loss?",1
1515,The paper is - and I mean this with no disrespect to the author- a sort of echidna or platypus of a paper.,2
1516,"The color rainbow is pretty, but largely useless.",2
1517,"  In Advances in Neural Information Processing Systems, pp. 3844\u20133852, 2016.",1
1518,Simply conducting the same analyses in a different data set does not equate novelty or impact to the...,2
1519,They claim on page 9 a significant improvement of their method. This is stupid!,2
1520, The authors also propose a way to determine the target rank of each layer given the target overall acceleration.,1
1521," For example, can the proposed scheme can be compared with [Kos+17] or some other sample-dependent attacks?",1
1522," Even assuming this is a meaningful task, surely the natural baseline would be to treat these phrasal verbs as non-compositional (e.g. extend the vocab with words like \u201csparked_off\u201d)  and train Word2Vec.",1
1523,The first problem is that the method - whatever it is and however it works - is insufficiently...,2
1524,The original study was published in PsycScience. This [failed replication] is just some work by a grad student. Reject.,2
1525,This paper still reads in places more like alternative fan-fiction than scholarship.,2
1526,"There is a very interesting story to be conveyed in this paper, but it is hidden behind layers of mud, obscured by poor writing",2
1527,"If the paper is accepted, I strongly recommend an English prof-reading.",2
1528,This paper does not contain information that could make a scientific proposal.,2
1529,\n2. It provides useful insights of model behaviors which are attractive to a large group of people in the community.,1
1530,The value of this manuscript is not so much that this is novel research as it is a demonstration of opportunistic sampling and analysis,2
1531, but perhaps a bit preliminary.,1
1532,The work that this group does is a disgrace to science,2
1533," Same applies to the dirac distribution q(y|x), the true conditional distribution of outputs given inputs is multimodal even for machine translation.",1
1534,"\n\n- The form of equation (6) was very nice, and you could also point out the connection with backward Euler for finite-difference methods.",1
1535,\n\nContributions:\n- The paper proposes a cheaper activation and validates it with an MNIST experiment.,1
1536," The discussion is largely based on a sequence of experiments, some of which are interesting and insightful.",1
1537,"You aimed for the bare minimum, and missed!",2
1538,This last version is riddled with redundant information and circular phrases.,2
1539," These ideas are a clever solution to work\ninference networks into the message-passing algorithm of (Khan & Lin, 2017),",1
1540,"Sorry for our long silence, due to some perplexity on our side at reading your manuscript.",2
1541,"\n\nSpecifically, the authors say: \""In our experiments, we use the result of \nminimising the variable corresponding to the output of the network, subject \nto the constraints of the linear approximation introduced by Ehlers (2017a)\""\nwhich sounds a bit like using linear programming relaxations, which is what\nthe approaches using branch and bound cited above use.",1
1542," \""On the state of the art of evaluation in neural language models.",1
1543,"\n- Possibly inflated results reported for Hyperband experiment""",1
1544,"Ultimately, the results are just a set of observations.",2
1545," As compared to the existing approach where the PGM parameters must converge before updating the DNN parameters, the proposed architecture does not require this, due to the re-parameterization which is an important contribution.",1
1546,So in summary: the paper is oblique to the entire current literature and it fails to relate to relevant investigations,2
1547, but that the tools advocated are really rudimentary compared with what has been already proposed elsewhere.,1
